odb8_og_id	bee_gene_ids	mouse_gene_ids	stickleback_gene_ids
EOG8J9PC3	GB42497;GB42499	ENSMUSG00000027599	ENSGACG00000011079;ENSGACG00000002986;ENSGACG00000001621
EOG8J9PCB	GB49040	ENSMUSG00000022992	ENSGACG00000011630
EOG8J9PCG	GB55987	ENSMUSG00000073639	ENSGACG00000016395;ENSGACG00000001694
EOG8J9PD1	GB41206	ENSMUSG00000042389	ENSGACG00000003387
EOG8J9PD2	GB46534	ENSMUSG00000050705	ENSGACG00000000495
EOG8J9PD3	GB48853	ENSMUSG00000022822;ENSMUSG00000036872	ENSGACG00000017497;ENSGACG00000014858
EOG8J9PD4	GB51564	ENSMUSG00000031197	ENSGACG00000001945
EOG8J9PD6	GB54964	ENSMUSG00000020022	ENSGACG00000017417
EOG8J9PDB	GB51067	ENSMUSG00000023075;ENSMUSG00000028291	ENSGACG00000013657;ENSGACG00000008247;ENSGACG00000009179
EOG8J9PDG	GB50993	ENSMUSG00000000776	ENSGACG00000015436;ENSGACG00000011126
EOG8J9PDS	GB44600	ENSMUSG00000026279	ENSGACG00000013706
EOG8J9PF7	GB43151	ENSMUSG00000012483	ENSGACG00000000085
EOG8JDJJJ	GB47315	ENSMUSG00000020744	ENSGACG00000012238
EOG8JDJJM	GB48840;GB48838	ENSMUSG00000028134;ENSMUSG00000028382;ENSMUSG00000006498	ENSGACG00000015446;ENSGACG00000014892;ENSGACG00000011048;ENSGACG00000000940;ENSGACG00000013587
EOG8JDJK9	GB53506	ENSMUSG00000020589;ENSMUSG00000022378	ENSGACG00000001807;ENSGACG00000004727;ENSGACG00000008486;ENSGACG00000004460
EOG8JDJKD	GB45925	ENSMUSG00000031688;ENSMUSG00000048349;ENSMUSG00000024497	ENSGACG00000020718;ENSGACG00000015259;ENSGACG00000020840;ENSGACG00000017221
EOG8JDJKF	GB40290	ENSMUSG00000031349	ENSGACG00000018285
EOG8JDJM9	GB41977	ENSMUSG00000032040	ENSGACG00000018734
EOG8JDJMC	GB49515;GB50757	ENSMUSG00000022332;ENSMUSG00000062078;ENSMUSG00000026058;ENSMUSG00000028790	ENSGACG00000008847;ENSGACG00000003206;ENSGACG00000009650;ENSGACG00000006577;ENSGACG00000009219;ENSGACG00000006097
EOG8JDJMR	GB46744	ENSMUSG00000027502	ENSGACG00000005926
EOG8JDJN7	GB42859;GB42860	ENSMUSG00000051232	ENSGACG00000005384
EOG8JDJQF	GB41364	ENSMUSG00000037257	ENSGACG00000005119
EOG8JHDRX	GB51956	ENSMUSG00000066036	ENSGACG00000006365
EOG8JHDRZ	GB45646	ENSMUSG00000038368	ENSGACG00000000877
EOG8JHDS0	GB41883	ENSMUSG00000051329	ENSGACG00000007560
EOG8JHDS2	GB55067;GB47942;GB55618;GB41297	ENSMUSG00000027748;ENSMUSG00000032839;ENSMUSG00000070425;ENSMUSG00000041710	ENSGACG00000011660;ENSGACG00000020568;ENSGACG00000020381;ENSGACG00000003740
EOG8JHDS7	GB50337	ENSMUSG00000042208	ENSGACG00000002736
EOG8JHDSH	GB52153	ENSMUSG00000041747	ENSGACG00000004300
EOG8JHDSR	GB45667	ENSMUSG00000030987;ENSMUSG00000039156	ENSGACG00000019297;ENSGACG00000011405
EOG8JHDST	GB52953	ENSMUSG00000028005;ENSMUSG00000021933	ENSGACG00000017771;ENSGACG00000015355
EOG8JHDSX	GB50259	ENSMUSG00000000838;ENSMUSG00000018765;ENSMUSG00000027680	ENSGACG00000006052;ENSGACG00000018742;ENSGACG00000019983
EOG8JHDT8	GB51583	ENSMUSG00000057228	ENSGACG00000019058
EOG8JHDTQ	GB40576	ENSMUSG00000067274;ENSMUSG00000063696	ENSGACG00000008496;ENSGACG00000008580
EOG8JHDTR	GB45185	ENSMUSG00000025873	ENSGACG00000018417
EOG8JHDV5	GB49377	ENSMUSG00000062611;ENSMUSG00000028081;ENSMUSG00000059751	ENSGACG00000017164
EOG8JHDVS	GB50514	ENSMUSG00000031545;ENSMUSG00000029314	ENSGACG00000011111;ENSGACG00000017057;ENSGACG00000004452
EOG8JHDVT	GB51552	ENSMUSG00000043510	ENSGACG00000014058
EOG8JHDW4	GB49271;GB54905;GB55590	ENSMUSG00000008540;ENSMUSG00000050737	ENSGACG00000015945;ENSGACG00000019267
EOG8JHDW6	GB40872	ENSMUSG00000022426;ENSMUSG00000038695	ENSGACG00000004862;ENSGACG00000010704
EOG8JHDX0	GB43478;GB46008	ENSMUSG00000032051;ENSMUSG00000079677	ENSGACG00000019477;ENSGACG00000014198
EOG8JM910	GB51966	ENSMUSG00000039929	ENSGACG00000011703
EOG8JM914	GB47503	ENSMUSG00000025007	ENSGACG00000005969;ENSGACG00000003423
EOG8JM916	GB50281	ENSMUSG00000040688	ENSGACG00000011960
EOG8JM91C	GB54167	ENSMUSG00000056832	ENSGACG00000019290
EOG8JM91W	GB52085	ENSMUSG00000001785	ENSGACG00000018812
EOG8JM91X	GB53580	ENSMUSG00000024429	ENSGACG00000009765
EOG8JM921	GB47401	ENSMUSG00000049691	ENSGACG00000010776;ENSGACG00000007573;ENSGACG00000016378
EOG8JM922	GB45678	ENSMUSG00000032540;ENSMUSG00000040997	ENSGACG00000008290;ENSGACG00000014448;ENSGACG00000003811
EOG8JM924	GB50753;GB54614	ENSMUSG00000010608	ENSGACG00000013536;ENSGACG00000012400
EOG8JM925	GB48575	ENSMUSG00000035378	ENSGACG00000011797
EOG8JM92S	GB52154	ENSMUSG00000074925	ENSGACG00000005110
EOG8JM92Z	GB49192	ENSMUSG00000004268	ENSGACG00000010330
EOG8JM932	GB53070;GB55304;GB48708	ENSMUSG00000050931;ENSMUSG00000021770;ENSMUSG00000022375;ENSMUSG00000040451	ENSGACG00000002197;ENSGACG00000006560;ENSGACG00000017492;ENSGACG00000015810;ENSGACG00000009168;ENSGACG00000000356
EOG8JM93G	GB54332	ENSMUSG00000027284	ENSGACG00000011133
EOG8JM94Q	GB50873	ENSMUSG00000058600	ENSGACG00000003628
EOG8JQ57S	GB55411	ENSMUSG00000008730;ENSMUSG00000027177;ENSMUSG00000061436	ENSGACG00000003328;ENSGACG00000007904;ENSGACG00000011240;ENSGACG00000015995;ENSGACG00000013538
EOG8JQ581	GB47976	ENSMUSG00000042272	ENSGACG00000002091
EOG8JQ58C	GB43483	ENSMUSG00000021192	ENSGACG00000012204
EOG8JQ58D	GB46895	ENSMUSG00000034487;ENSMUSG00000026047	ENSGACG00000002456;ENSGACG00000007436
EOG8JQ58J	GB55853	ENSMUSG00000024735	ENSGACG00000017976
EOG8JQ58K	GB45031	ENSMUSG00000021362;ENSMUSG00000023333	ENSGACG00000001157
EOG8JQ58R	GB41841	ENSMUSG00000030074;ENSMUSG00000036197	ENSGACG00000004112;ENSGACG00000011788;ENSGACG00000018862
EOG8JQ596	GB55515	ENSMUSG00000022613	ENSGACG00000012900
EOG8JQ59F	GB41701	ENSMUSG00000039630;ENSMUSG00000071659;ENSMUSG00000040725	ENSGACG00000012973;ENSGACG00000004679;ENSGACG00000017006
EOG8JQ59M	GB47200;GB49312	ENSMUSG00000035637	ENSGACG00000016093;ENSGACG00000017963;ENSGACG00000008515;ENSGACG00000003682
EOG8JQ59S	GB55315;GB54980	ENSMUSG00000034906	ENSGACG00000013606
EOG8JQ59V	GB48304	ENSMUSG00000074656	ENSGACG00000006117
EOG8JQ59Z	GB48810	ENSMUSG00000003970	ENSGACG00000002035
EOG8JQ5BB	GB55717	ENSMUSG00000051730	ENSGACG00000005096
EOG8JQ5BX	GB44704	ENSMUSG00000040466	ENSGACG00000012552
EOG8JQ5D6	GB50982	ENSMUSG00000067787	ENSGACG00000000033
EOG8JQ5DW	GB52649	ENSMUSG00000051671	ENSGACG00000019202
EOG8JT1GR	GB51481	ENSMUSG00000068452;ENSMUSG00000033268	ENSGACG00000006163
EOG8JT1GX	GB55594	ENSMUSG00000032688	ENSGACG00000010891;ENSGACG00000013767
EOG8JT1GZ	GB43502	ENSMUSG00000040359	ENSGACG00000006287
EOG8JT1H0	GB45128	ENSMUSG00000025745	ENSGACG00000011314
EOG8JT1H9	GB51937	ENSMUSG00000020273;ENSMUSG00000074817;ENSMUSG00000021111	ENSGACG00000006142;ENSGACG00000002718
EOG8JT1HB	GB42139	ENSMUSG00000033596	ENSGACG00000008531
EOG8JT1HF	GB45566	ENSMUSG00000020658;ENSMUSG00000015002	ENSGACG00000010088;ENSGACG00000015815
EOG8JT1HG	GB55958	ENSMUSG00000031751	ENSGACG00000016355
EOG8JT1HM	GB48277;GB52090;GB52133;GB45040;GB48278;GB45841;GB45842;GB41800	ENSMUSG00000000078;ENSMUSG00000068859;ENSMUSG00000020653;ENSMUSG00000075304;ENSMUSG00000038560;ENSMUSG00000027109;ENSMUSG00000018678;ENSMUSG00000035397;ENSMUSG00000073209;ENSMUSG00000052040;ENSMUSG00000029178;ENSMUSG00000037465;ENSMUSG00000054191;ENSMUSG00000025323;ENSMUSG00000003032;ENSMUSG00000033863;ENSMUSG00000001280;ENSMUSG00000055148;ENSMUSG00000048562;ENSMUSG00000060284;ENSMUSG00000005148;ENSMUSG00000041649;ENSMUSG00000072294;ENSMUSG00000025959	ENSGACG00000004632;ENSGACG00000018154;ENSGACG00000004770;ENSGACG00000006641;ENSGACG00000016135;ENSGACG00000006479;ENSGACG00000008836;ENSGACG00000006481;ENSGACG00000016890;ENSGACG00000020841;ENSGACG00000001778;ENSGACG00000019811;ENSGACG00000008062;ENSGACG00000003021;ENSGACG00000010668;ENSGACG00000016540;ENSGACG00000006667;ENSGACG00000017582;ENSGACG00000019143;ENSGACG00000010739;ENSGACG00000001885;ENSGACG00000001487;ENSGACG00000010072;ENSGACG00000008991;ENSGACG00000014465;ENSGACG00000001883;ENSGACG00000002124;ENSGACG00000004757;ENSGACG00000016005;ENSGACG00000005058;ENSGACG00000014720
EOG8JT1HS	GB42707	ENSMUSG00000031422;ENSMUSG00000062270	ENSGACG00000016897;ENSGACG00000005181
EOG8JT1J4	GB50801;GB46727	ENSMUSG00000021115;ENSMUSG00000064090;ENSMUSG00000002205	ENSGACG00000015858;ENSGACG00000013081;ENSGACG00000013432
EOG8JT1JJ	GB47842	ENSMUSG00000024767;ENSMUSG00000021203	ENSGACG00000008094;ENSGACG00000020018
EOG8JT1JP	GB42398	ENSMUSG00000024099	ENSGACG00000016646
EOG8JT1JS	GB40259	ENSMUSG00000048351	ENSGACG00000014584
EOG8JT1KD	GB41633	ENSMUSG00000034566;ENSMUSG00000061992;ENSMUSG00000068706	ENSGACG00000018676
EOG8JT1KX	GB49156	ENSMUSG00000012114	ENSGACG00000014731
EOG8JT1M0	GB53881	ENSMUSG00000031242;ENSMUSG00000000743	ENSGACG00000020341
EOG8JT1M1	GB48240	ENSMUSG00000027203	ENSGACG00000016770
EOG8JT1NF	GB43951	ENSMUSG00000021716	ENSGACG00000008958
EOG8JWWQP	GB41634	ENSMUSG00000030655	ENSGACG00000004970
EOG8JWWQS	GB42603;GB42886;GB42808;GB42885;GB42884;GB54987	ENSMUSG00000031302;ENSMUSG00000031886;ENSMUSG00000063887;ENSMUSG00000069922;ENSMUSG00000091813;ENSMUSG00000061825;ENSMUSG00000051790;ENSMUSG00000026818;ENSMUSG00000031877;ENSMUSG00000057400;ENSMUSG00000062181;ENSMUSG00000031884;ENSMUSG00000058019	ENSGACG00000020322;ENSGACG00000002062;ENSGACG00000015207;ENSGACG00000019935;ENSGACG00000002541;ENSGACG00000018130;ENSGACG00000011633;ENSGACG00000006314;ENSGACG00000020370;ENSGACG00000002058;ENSGACG00000018296
EOG8JWWQW	GB48949	ENSMUSG00000066232;ENSMUSG00000040029	ENSGACG00000015677;ENSGACG00000019236
EOG8JWWR1	GB45417	ENSMUSG00000046186	ENSGACG00000006787
EOG8JWWR4	GB54522	ENSMUSG00000031755	ENSGACG00000013939
EOG8JWWR5	GB44579	ENSMUSG00000011877;ENSMUSG00000041890	ENSGACG00000009100;ENSGACG00000016912
EOG8JWWRK	GB40109	ENSMUSG00000022555	ENSGACG00000004051;ENSGACG00000008951
EOG8JWWRP	GB46248	ENSMUSG00000032733;ENSMUSG00000042364;ENSMUSG00000002365	ENSGACG00000017780;ENSGACG00000007474;ENSGACG00000004627;ENSGACG00000010171
EOG8JWWRQ	GB54666;GB42347	ENSMUSG00000040774;ENSMUSG00000060002	ENSGACG00000019869;ENSGACG00000004106
EOG8JWWRS	GB41300	ENSMUSG00000023988	ENSGACG00000001059
EOG8JWWRV	GB53727;GB43795;GB41235	ENSMUSG00000009863	ENSGACG00000005072;ENSGACG00000001112
EOG8JWWRW	GB44306	ENSMUSG00000038542	ENSGACG00000015489;ENSGACG00000000186
EOG8JWWS0	GB46767	ENSMUSG00000021550	ENSGACG00000007576
EOG8JWWS6	GB41486	ENSMUSG00000019822	ENSGACG00000005132
EOG8JWWSB	GB55077	ENSMUSG00000026727	ENSGACG00000001652
EOG8JWWST	GB55395;GB55355;GB51740;GB51666;GB40708;GB54673;GB51665	ENSMUSG00000030352;ENSMUSG00000025511;ENSMUSG00000094854;ENSMUSG00000025351	ENSGACG00000020053;ENSGACG00000013579;ENSGACG00000010752;ENSGACG00000004802
EOG8JWWT1	GB51628	ENSMUSG00000055334	ENSGACG00000007450
EOG8JWWT2	GB41199	ENSMUSG00000003549	ENSGACG00000006301
EOG8JWWT7	GB48220	ENSMUSG00000007415	ENSGACG00000005433
EOG8JWWTN	GB47186	ENSMUSG00000051154	ENSGACG00000002498
EOG8JWWVX	GB45380	ENSMUSG00000045160	ENSGACG00000015740
EOG8JWWWP	GB51292;GB51299;GB51295;GB51294;GB51287;GB54763	ENSMUSG00000038721;ENSMUSG00000001661;ENSMUSG00000001657;ENSMUSG00000001566;ENSMUSG00000000942;ENSMUSG00000038253;ENSMUSG00000000690;ENSMUSG00000027102;ENSMUSG00000022485;ENSMUSG00000053129;ENSMUSG00000038700;ENSMUSG00000043219;ENSMUSG00000075394;ENSMUSG00000035946;ENSMUSG00000038692;ENSMUSG00000038236;ENSMUSG00000056648	ENSGACG00000005628;ENSGACG00000020684;ENSGACG00000004551;ENSGACG00000015160;ENSGACG00000005626;ENSGACG00000007100;ENSGACG00000011907;ENSGACG00000005623;ENSGACG00000009421;ENSGACG00000009401;ENSGACG00000007112;ENSGACG00000009405;ENSGACG00000009416;ENSGACG00000007108;ENSGACG00000014255;ENSGACG00000003945;ENSGACG00000003933
EOG8K0RZM	GB41277;GB51542	ENSMUSG00000063663;ENSMUSG00000022914;ENSMUSG00000032253	ENSGACG00000012303;ENSGACG00000020339
EOG8K0RZN	GB54777	ENSMUSG00000025991;ENSMUSG00000013629	ENSGACG00000006047;ENSGACG00000006528
EOG8K0RZR	GB47970	ENSMUSG00000029695	ENSGACG00000008638
EOG8K0S01	GB45184	ENSMUSG00000021884	ENSGACG00000008098
EOG8K0S02	GB46290	ENSMUSG00000027605;ENSMUSG00000027452	ENSGACG00000010367;ENSGACG00000010216;ENSGACG00000016643
EOG8K0S03	GB48669;GB43248;GB48667;GB45781;GB54549;GB43247	ENSMUSG00000024131	ENSGACG00000010738
EOG8K0S04	GB54102	ENSMUSG00000032386	ENSGACG00000016986
EOG8K0S06	GB49637;GB53180;GB40656	ENSMUSG00000038770;ENSMUSG00000027782;ENSMUSG00000021929;ENSMUSG00000003731;ENSMUSG00000066878;ENSMUSG00000069083;ENSMUSG00000018362;ENSMUSG00000022905	ENSGACG00000006925;ENSGACG00000010105;ENSGACG00000002834;ENSGACG00000003285;ENSGACG00000018627;ENSGACG00000018506;ENSGACG00000009150
EOG8K0S0J	GB55651	ENSMUSG00000038602;ENSMUSG00000042195	ENSGACG00000013315;ENSGACG00000004017;ENSGACG00000020784
EOG8K0S0Q	GB44115	ENSMUSG00000021054;ENSMUSG00000032908	ENSGACG00000010855;ENSGACG00000010351
EOG8K0S0X	GB53245;GB42316;GB42315	ENSMUSG00000025142;ENSMUSG00000019578	ENSGACG00000014431;ENSGACG00000019046
EOG8K0S10	GB42447	ENSMUSG00000030216	ENSGACG00000007131
EOG8K0S19	GB44449	ENSMUSG00000027374	ENSGACG00000000216
EOG8K0S1J	GB53726	ENSMUSG00000033159	ENSGACG00000015132
EOG8K0S1Q	GB54251	ENSMUSG00000038506;ENSMUSG00000027708	ENSGACG00000003116;ENSGACG00000015337;ENSGACG00000016043
EOG8K0S2B	GB40399	ENSMUSG00000002741	ENSGACG00000004398
EOG8K0S3Q	GB52745	ENSMUSG00000021497	ENSGACG00000000164
EOG8K3N6G	GB43715;GB43710;GB40287;GB49876;GB43711;GB49875;GB43728;GB46842;GB43713;GB52023;GB40248;GB49888;GB46814;GB40285;GB40288;GB49891;GB40284;GB49887;GB49878;GB49886;GB42284;GB49894;GB45748;GB47279;GB51383;GB48738;GB55669;GB48993;GB45746;GB49890;GB40286;GB49885;GB43716;GB55257;GB43727	ENSMUSG00000029630;ENSMUSG00000070419;ENSMUSG00000029727;ENSMUSG00000038656;ENSMUSG00000029925;ENSMUSG00000056035;ENSMUSG00000054417;ENSMUSG00000061292;ENSMUSG00000075552;ENSMUSG00000075551	ENSGACG00000013260;ENSGACG00000016696;ENSGACG00000016687;ENSGACG00000016669;ENSGACG00000010952;ENSGACG00000010196
EOG8K3N6N	GB50963;GB50964	ENSMUSG00000031826	ENSGACG00000015786
EOG8K3N6P	GB46894	ENSMUSG00000019470	ENSGACG00000009978
EOG8K3N73	GB42666	ENSMUSG00000039092;ENSMUSG00000021036	ENSGACG00000005382;ENSGACG00000004513;ENSGACG00000005393
EOG8K3N79	GB50420	ENSMUSG00000027650	ENSGACG00000004667
EOG8K3N7H	GB45498	ENSMUSG00000056899;ENSMUSG00000001518	ENSGACG00000020049;ENSGACG00000008130
EOG8K3N7V	GB52323	ENSMUSG00000029196	ENSGACG00000000960
EOG8K3N7X	GB52727	ENSMUSG00000033970	ENSGACG00000020554
EOG8K3N87	GB46820;GB51429	ENSMUSG00000030510;ENSMUSG00000023021;ENSMUSG00000008206;ENSMUSG00000027035;ENSMUSG00000015714	ENSGACG00000005678;ENSGACG00000003246;ENSGACG00000002760;ENSGACG00000013162;ENSGACG00000005325;ENSGACG00000011695;ENSGACG00000015496;ENSGACG00000010353
EOG8K3N8J	GB41263	ENSMUSG00000030881;ENSMUSG00000074513	ENSGACG00000011689;ENSGACG00000016827;ENSGACG00000020572
EOG8K3N8M	GB53091	ENSMUSG00000034259	ENSGACG00000017838
EOG8K3N93	GB49244	ENSMUSG00000028419	ENSGACG00000004275;ENSGACG00000017109
EOG8K3N8V	GB48817;GB48818	ENSMUSG00000039703	ENSGACG00000014425
EOG8K3N96	GB45429	ENSMUSG00000022185	ENSGACG00000019196;ENSGACG00000014063
EOG8K3N9F	GB44063	ENSMUSG00000029465	ENSGACG00000017611
EOG8K3NB3	GB42429	ENSMUSG00000038323	ENSGACG00000001680
EOG8K3NBS	GB44530	ENSMUSG00000023156	ENSGACG00000003941
EOG8K3NC3	GB50911;GB52840;GB52838	ENSMUSG00000045967;ENSMUSG00000070337	ENSGACG00000005288;ENSGACG00000016434;ENSGACG00000016433
EOG8K6HFF	GB42396;GB49432	ENSMUSG00000037646	ENSGACG00000003534
EOG8K6HG4	GB49953	ENSMUSG00000015747	ENSGACG00000009982
EOG8K6HGC	GB43697	ENSMUSG00000013833	ENSGACG00000013385
EOG8K6HGF	GB49762	ENSMUSG00000072878;ENSMUSG00000016619	ENSGACG00000000570
EOG8K6HH8	GB54089;GB50094	ENSMUSG00000025159	ENSGACG00000004915
EOG8K6HHN	GB47878	ENSMUSG00000075227	ENSGACG00000010715
EOG8K6HJS	GB45837	ENSMUSG00000001472	ENSGACG00000015948
EOG8K6HK6	GB40539	ENSMUSG00000028234	ENSGACG00000001940
EOG8K6HK8	GB51996	ENSMUSG00000038352;ENSMUSG00000036093;ENSMUSG00000017418	ENSGACG00000004052;ENSGACG00000009321;ENSGACG00000001204
EOG8K6HM2	GB49570	ENSMUSG00000025422;ENSMUSG00000023353;ENSMUSG00000055013	ENSGACG00000017955;ENSGACG00000011751;ENSGACG00000000599;ENSGACG00000017957
EOG8K9CPF	GB52435	ENSMUSG00000026553	ENSGACG00000017751
EOG8K9CPM	GB55523	ENSMUSG00000032913;ENSMUSG00000020105;ENSMUSG00000030029	ENSGACG00000019115;ENSGACG00000009360;ENSGACG00000004791
EOG8K9CPQ	GB55945;GB52157	ENSMUSG00000001700;ENSMUSG00000036292;ENSMUSG00000001248;ENSMUSG00000074259;ENSMUSG00000040111	ENSGACG00000003247;ENSGACG00000006638;ENSGACG00000015806;ENSGACG00000016994;ENSGACG00000012361;ENSGACG00000008016;ENSGACG00000014736;ENSGACG00000008821
EOG8K9CPV	GB43256;GB43831	ENSMUSG00000031378;ENSMUSG00000028127;ENSMUSG00000055782	ENSGACG00000019034;ENSGACG00000000263;ENSGACG00000000078
EOG8K9CQ1	GB45153	ENSMUSG00000037916	ENSGACG00000004271
EOG8K9CQ5	GB47133;GB53375	ENSMUSG00000001417;ENSMUSG00000023926;ENSMUSG00000028825;ENSMUSG00000030549	ENSGACG00000002805;ENSGACG00000011548;ENSGACG00000009865;ENSGACG00000000423;ENSGACG00000007369;ENSGACG00000017782;ENSGACG00000015923
EOG8K9CR6	GB41495;GB47536	ENSMUSG00000022519	ENSGACG00000018766;ENSGACG00000011332
EOG8K9CR8	GB43781;GB49259;GB49942;GB43787;GB54717;GB44572	ENSMUSG00000031710;ENSMUSG00000023912;ENSMUSG00000022003;ENSMUSG00000014606;ENSMUSG00000031105;ENSMUSG00000033685;ENSMUSG00000032942;ENSMUSG00000025792	ENSGACG00000011266;ENSGACG00000020832;ENSGACG00000018871;ENSGACG00000017283;ENSGACG00000020354;ENSGACG00000012919;ENSGACG00000001125
EOG8K9CRB	GB55146	ENSMUSG00000030691;ENSMUSG00000038524	ENSGACG00000008238;ENSGACG00000020858
EOG8K9CRN	GB50083	ENSMUSG00000005687	ENSGACG00000004981
EOG8K9CRQ	GB42192	ENSMUSG00000041708;ENSMUSG00000016386	ENSGACG00000019323;ENSGACG00000017073
EOG8K9CRV	GB45486;GB50629;GB50630;GB50621;GB49227	ENSMUSG00000035183;ENSMUSG00000037996;ENSMUSG00000063873;ENSMUSG00000041771;ENSMUSG00000034452	ENSGACG00000020406;ENSGACG00000017046;ENSGACG00000016752;ENSGACG00000019590;ENSGACG00000008433;ENSGACG00000018621;ENSGACG00000013453;ENSGACG00000016278;ENSGACG00000004859;ENSGACG00000017637
EOG8K9CS0	GB45251	ENSMUSG00000047719	ENSGACG00000005205
EOG8K9CT8	GB47196;GB50413	ENSMUSG00000027086;ENSMUSG00000021532;ENSMUSG00000000384;ENSMUSG00000028959;ENSMUSG00000025962	ENSGACG00000001499;ENSGACG00000015149;ENSGACG00000015151;ENSGACG00000005168;ENSGACG00000008909;ENSGACG00000007589;ENSGACG00000004261
EOG8K9CV2	GB50335	ENSMUSG00000063882	ENSGACG00000015611;ENSGACG00000011853
EOG8K9CVM	GB41210	ENSMUSG00000089847	ENSGACG00000020591
EOG8K9CVZ	GB51086	ENSMUSG00000003072	ENSGACG00000013005
EOG8KD7XH	GB55525	ENSMUSG00000028948	ENSGACG00000011178
EOG8KD7XJ	GB55632	ENSMUSG00000039473;ENSMUSG00000038538	ENSGACG00000006006;ENSGACG00000019557;ENSGACG00000006009;ENSGACG00000019288
EOG8KD7XP	GB45923	ENSMUSG00000029757;ENSMUSG00000027012	ENSGACG00000004990;ENSGACG00000006745;ENSGACG00000015431
EOG8KD7XT	GB50177	ENSMUSG00000037075;ENSMUSG00000019189	ENSGACG00000009551;ENSGACG00000020457;ENSGACG00000005070
EOG8KD7XW	GB46423	ENSMUSG00000029647	ENSGACG00000003081
EOG8KD7XZ	GB43904	ENSMUSG00000029469	ENSGACG00000013431
EOG8KD7Z2	GB41069	ENSMUSG00000022680	ENSGACG00000004296
EOG8KD7ZG	GB41661	ENSMUSG00000025405;ENSMUSG00000047492;ENSMUSG00000037035;ENSMUSG00000041324	ENSGACG00000006454;ENSGACG00000002561;ENSGACG00000001546;ENSGACG00000018092;ENSGACG00000005707
EOG8KD7ZX	GB44514	ENSMUSG00000018999	ENSGACG00000004350
EOG8KD805	GB50965	ENSMUSG00000055660	ENSGACG00000004176
EOG8KD80Z	GB50092	ENSMUSG00000030008	ENSGACG00000004269
EOG8KD811	GB40560	ENSMUSG00000029038	ENSGACG00000001090
EOG8KD81J	GB48171	ENSMUSG00000015092	ENSGACG00000016554
EOG8KD820	GB44702	ENSMUSG00000024764	ENSGACG00000019828
EOG8KD82C	GB43037;GB43102	ENSMUSG00000047635	ENSGACG00000008255
EOG8KD82F	GB40434	ENSMUSG00000024750;ENSMUSG00000042213;ENSMUSG00000030629	ENSGACG00000011494;ENSGACG00000012323;ENSGACG00000018012;ENSGACG00000007740
EOG8KH45B	GB42014	ENSMUSG00000026219	ENSGACG00000007464
EOG8KH45F	GB50943	ENSMUSG00000021196;ENSMUSG00000033065;ENSMUSG00000020277	ENSGACG00000017568;ENSGACG00000008357;ENSGACG00000006173;ENSGACG00000001786;ENSGACG00000000687
EOG8KH45Z	GB54347	ENSMUSG00000034738	ENSGACG00000005307
EOG8KH462	GB41759	ENSMUSG00000031381	ENSGACG00000003400
EOG8KH46M	GB54311	ENSMUSG00000005949	ENSGACG00000002126
EOG8KH46X	GB47419	ENSMUSG00000031983	ENSGACG00000006836
EOG8KH473	GB52918	ENSMUSG00000037406;ENSMUSG00000006205;ENSMUSG00000068329;ENSMUSG00000029096	ENSGACG00000008533;ENSGACG00000014314;ENSGACG00000000768;ENSGACG00000018376;ENSGACG00000010338
EOG8KH475	GB52776	ENSMUSG00000041120	ENSGACG00000001083
EOG8KH479	GB45119	ENSMUSG00000040521	ENSGACG00000000697
EOG8KH47W	GB55949	ENSMUSG00000021852;ENSMUSG00000057060	ENSGACG00000007855;ENSGACG00000005849
EOG8KH484	GB47725	ENSMUSG00000036639	ENSGACG00000014129
EOG8KH48B	GB55062	ENSMUSG00000057223;ENSMUSG00000015672	ENSGACG00000005754
EOG8KH48S	GB46604	ENSMUSG00000050174	ENSGACG00000016725
EOG8KH497	GB41161	ENSMUSG00000029642	ENSGACG00000018585
EOG8KM0DH	GB43618	ENSMUSG00000022477	ENSGACG00000007567;ENSGACG00000004686
EOG8KM0DN	GB51655	ENSMUSG00000019715	ENSGACG00000014779
EOG8KM0DV	GB44288	ENSMUSG00000039463	ENSGACG00000002558
EOG8KM0F1	GB44138	ENSMUSG00000020988	ENSGACG00000011810
EOG8KM0FH	GB46882	ENSMUSG00000005510	ENSGACG00000017384
EOG8KM0FJ	GB41656	ENSMUSG00000090626	ENSGACG00000015835
EOG8KM0FN	GB53101	ENSMUSG00000063334	ENSGACG00000019481
EOG8KM0FR	GB41690	ENSMUSG00000054079	ENSGACG00000014740
EOG8KM0FV	GB47328	ENSMUSG00000028898	ENSGACG00000014944;ENSGACG00000001443
EOG8KM0G2	GB44810;GB44811;GB44812	ENSMUSG00000038473;ENSMUSG00000096603	ENSGACG00000015941;ENSGACG00000005672;ENSGACG00000016130
EOG8KM0GS	GB50147	ENSMUSG00000075000	ENSGACG00000015347
