"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p"
"ENSMUSG00000022108" "chr14-2476" "chr14" 73765526 73765730 4.11 1.49e-08
"ENSMUSG00000022116" "chr14-2288" "chr14" 105958964 105959156 5.19 4.91e-13
"ENSMUSG00000022116" "chr14-2286" "chr14" 105889378 105889570 4.54 2.96e-10
"ENSMUSG00000022139" "chr14-2101" "chr14" 120687064 120687256 2.32 3.79e-05
"ENSMUSG00000022139" "chr14-1716" "chr14" 120695693 120695885 2.14 9.03e-05
"ENSMUSG00000022139" "chr14-2510" "chr14" 120691690 120691882 4.7 6.28e-11
"ENSMUSG00000022146" "chr15-2773" "chr15" 6823960 6824152 5.25 3.05e-11
"ENSMUSG00000022148" "chr15-1297" "chr15" 6574781 6574973 3.16 5.52e-09
"ENSMUSG00000022148" "chr15-1947" "chr15" 6467404 6467596 2.83 5.9e-07
"ENSMUSG00000022150" "chr15-2111" "chr15" 6228447 6228639 2.7 2.45e-05
"ENSMUSG00000022186" "chr15-1945" "chr15" 4089386 4089578 2.68 1.24e-06
"ENSMUSG00000022197" "chr15-3846" "chr15" 12507088 12507280 3.34 1.35e-06
"ENSMUSG00000022197" "chr15-2303" "chr15" 12376998 12377190 2.29 2.57e-05
"ENSMUSG00000022197" "chr15-3574" "chr15" 12408824 12409028 2.94 3.05e-05
"ENSMUSG00000022201" "chr15-3054" "chr15" 12041368 12041560 2.7 2.45e-05
"ENSMUSG00000022201" "chr15-3411" "chr15" 12042721 12042913 3.31 6.9e-05
"ENSMUSG00000022205" "chr15-1949" "chr15" 11924426 11924618 2.63 1.77e-05
"ENSMUSG00000022231" "chr15-3459" "chr15" 32709801 32709993 3.73 3.91e-07
"ENSMUSG00000022236" "chr15-1004" "chr15" 31304650 31304842 2.33 6.15e-08
"ENSMUSG00000022237" "chr15-1004" "chr15" 31304650 31304842 2.33 6.15e-08
"ENSMUSG00000022237" "chr15-1583" "chr15" 31271764 31271956 2.1 3.82e-05
"ENSMUSG00000022240" "chr15-1309" "chr15" 30814544 30814736 2.61 1.26e-07
"ENSMUSG00000022240" "chr15-3901" "chr15" 30816395 30816587 3.2 4.53e-06
"ENSMUSG00000022240" "chr15-3155" "chr15" 31016987 31017191 3.52 2.4e-07
"ENSMUSG00000022257" "chr15-2779" "chr15" 34211006 34211210 4.93 4.73e-10
"ENSMUSG00000022263" "chr15-1215" "chr15" 27884473 27884665 2.19 5.43e-06
"ENSMUSG00000022285" "chr15-1837" "chr15" 36669468 36669660 2.31 1.17e-05
"ENSMUSG00000022288" "chr15-2544" "chr15" 37357696 37357888 2.32 3.79e-05
"ENSMUSG00000022296" "chr15-1975" "chr15" 38769714 38769906 2.29 2.57e-05
"ENSMUSG00000022296" "chr15-2338" "chr15" 38727085 38727277 2.68 9.4e-05
"ENSMUSG00000022296" "chr15-3134" "chr15" 38765479 38765671 2.68 9.4e-05
"ENSMUSG00000022296" "chr15-4434" "chr15" 38718230 38718422 4.67 3.91e-09
"ENSMUSG00000022303" "chr15-2556" "chr15" 39523069 39523261 4.05 2.48e-08
"ENSMUSG00000022303" "chr15-3945" "chr15" 39584619 39584811 5.51 1.24e-07
"ENSMUSG00000022304" "chr15-813" "chr15" 39607290 39607482 2.03 1.04e-05
"ENSMUSG00000022304" "chr15-1549" "chr15" 39603819 39604023 2.28 3.65e-05
"ENSMUSG00000022307" "chr15-2347" "chr15" 41661923 41662115 2.92 7.64e-07
"ENSMUSG00000022307" "chr15-1981" "chr15" 41320354 41320546 2.48 3.27e-05
"ENSMUSG00000022307" "chr15-3489" "chr15" 41520325 41520517 3.08 5.69e-05
"ENSMUSG00000022307" "chr15-3956" "chr15" 41353989 41354181 3.7 5.42e-06
"ENSMUSG00000022309" "chr15-2809" "chr15" 42207600 42207804 3.26 1.21e-05
"ENSMUSG00000022311" "chr15-2352" "chr15" 48400897 48401089 2.32 3.79e-05
"ENSMUSG00000022323" "chr15-2327" "chr15" 34424426 34424618 3.04 3.73e-06
"ENSMUSG00000022332" "chr15-2879" "chr15" 68776507 68776711 3.08 4.03e-05
"ENSMUSG00000022340" "chr15-549" "chr15" 44668220 44668412 2.11 1.01e-07
"ENSMUSG00000022340" "chr15-1172" "chr15" 44690691 44690883 2.31 1.17e-05
"ENSMUSG00000022358" "chr15-3990" "chr15" 58024925 58025117 3.4 5.18e-06
"ENSMUSG00000022375" "chr15-1863" "chr15" 66229778 66229982 2.61 1.35e-06
"ENSMUSG00000022377" "chr15-1859" "chr15" 63929940 63930132 2.74 1.69e-06
"ENSMUSG00000022377" "chr15-2183" "chr15" 63914093 63914285 2.24 8.94e-05
"ENSMUSG00000022378" "chr15-887" "chr15" 63890622 63890814 2.19 4.99e-07
"ENSMUSG00000022378" "chr15-2183" "chr15" 63914093 63914285 2.24 8.94e-05
"ENSMUSG00000022378" "chr15-2366" "chr15" 63844409 63844601 5.06 1.6e-10
"ENSMUSG00000022378" "chr15-4529" "chr15" 63885515 63885707 3.31 6.9e-05
"ENSMUSG00000022382" "chr15-2121" "chr15" 85436558 85436762 2.47 7.99e-05
"ENSMUSG00000022389" "chr15-2444" "chr15" 81634919 81635111 2.39 8.21e-05
"ENSMUSG00000022401" "chr15-3406" "chr15" 81251992 81252196 3.26 1.21e-05
"ENSMUSG00000022414" "chr15-2958" "chr15" 79989714 79989918 2.83 2.23e-05
"ENSMUSG00000022415" "chr15-1648" "chr15" 79927640 79927832 2.22 5.99e-05
"ENSMUSG00000022415" "chr15-2048" "chr15" 79926649 79926841 3.57 2.21e-09
"ENSMUSG00000022416" "chr15-3894" "chr15" 80244316 80244520 4.11 3.48e-06
"ENSMUSG00000022425" "chr15-2360" "chr15" 54750473 54750665 3.4 1.04e-07
"ENSMUSG00000022429" "chr15-3643" "chr15" 79393110 79393302 2.7 2.45e-05
"ENSMUSG00000022435" "chr15-4746" "chr15" 84842956 84843148 8.27 4.8e-10
"ENSMUSG00000022436" "chr15-3634" "chr15" 78725399 78725591 2.59 6.68e-05
"ENSMUSG00000022438" "chr15-1763" "chr15" 84129794 84129998 2.52 2.06e-05
"ENSMUSG00000022443" "chr15-1634" "chr15" 77637279 77637471 2.59 3.37e-06
"ENSMUSG00000022449" "chr15-2358" "chr15" 94084099 94084303 2.47 7.99e-05
"ENSMUSG00000022454" "chr15-1924" "chr15" 94854248 94854440 2.68 1.24e-06
"ENSMUSG00000022454" "chr15-2483" "chr15" 95168098 95168290 2.8 3.34e-05
"ENSMUSG00000022454" "chr15-3344" "chr15" 95119744 95119936 3.57 1.46e-06
"ENSMUSG00000022454" "chr15-3027" "chr15" 95160358 95160562 2.96 7.4e-06
"ENSMUSG00000022464" "chr15-4825" "chr15" 96829702 96829894 3.31 6.9e-05
"ENSMUSG00000022468" "chr15-1929" "chr15" 97550366 97550558 2.33 7.3e-06
"ENSMUSG00000022469" "chr15-3353" "chr15" 97611930 97612122 5.06 1.6e-10
"ENSMUSG00000022469" "chr15-3770" "chr15" 97609064 97609256 2.68 9.4e-05
"ENSMUSG00000022474" "chr15-2110" "chr15" 81789627 81789831 3.38 8.59e-07
"ENSMUSG00000022476" "chr15-3672" "chr15" 81752713 81752905 3.08 5.69e-05
"ENSMUSG00000022477" "chr15-4159" "chr15" 81704221 81704413 3.08 5.69e-05
"ENSMUSG00000022477" "chr15-3672" "chr15" 81752713 81752905 3.08 5.69e-05
"ENSMUSG00000022500" "chr16-1556" "chr16" 11008252 11008444 2.81 8.65e-06
"ENSMUSG00000022500" "chr16-1879" "chr16" 11006810 11007014 2.96 7.4e-06
"ENSMUSG00000022514" "chr16-1067" "chr16" 26711453 26711645 2.49 8.32e-07
"ENSMUSG00000022519" "chr16-1527" "chr16" 4458194 4458386 2.72 6.42e-06
"ENSMUSG00000022533" "chr16-1144" "chr16" 30476202 30476394 2.92 2e-07
"ENSMUSG00000022537" "chr16-924" "chr16" 30520915 30521107 2.14 9.03e-05
"ENSMUSG00000022537" "chr16-1144" "chr16" 30476202 30476394 2.92 2e-07
"ENSMUSG00000022537" "chr16-2251" "chr16" 30513902 30514106 3.08 9.7e-06
"ENSMUSG00000022548" "chr16-667" "chr16" 31290659 31290851 2.86 5.85e-10
"ENSMUSG00000022548" "chr16-1759" "chr16" 31276247 31276439 3.28 3.55e-07
"ENSMUSG00000022574" "chr15-2026" "chr15" 75718244 75718436 2.39 1.56e-05
"ENSMUSG00000022575" "chr15-2026" "chr15" 75718244 75718436 2.39 1.56e-05
"ENSMUSG00000022586" "chr15-928" "chr15" 74818715 74818907 2.26 4.87e-07
"ENSMUSG00000022587" "chr15-2023" "chr15" 74751309 74751501 2.32 3.79e-05
"ENSMUSG00000022587" "chr15-2408" "chr15" 74759846 74760038 2.8 3.34e-05
"ENSMUSG00000022587" "chr15-3223" "chr15" 74763133 74763325 3.03 9.64e-07
"ENSMUSG00000022595" "chr15-4088" "chr15" 74553904 74554096 3.4 5.18e-06
"ENSMUSG00000022602" "chr15-1743" "chr15" 74497390 74497582 2.56 1.26e-05
"ENSMUSG00000022602" "chr15-2903" "chr15" 74492580 74492772 3.28 3.55e-07
"ENSMUSG00000022603" "chr15-1743" "chr15" 74497390 74497582 2.56 1.26e-05
"ENSMUSG00000022603" "chr15-1876" "chr15" 74422537 74422729 2.56 1.26e-05
"ENSMUSG00000022603" "chr15-2633" "chr15" 74448657 74448849 2.48 3.27e-05
"ENSMUSG00000022603" "chr15-2903" "chr15" 74492580 74492772 3.28 3.55e-07
"ENSMUSG00000022607" "chr15-1516" "chr15" 73250991 73251183 2.36 1.07e-05
"ENSMUSG00000022607" "chr15-1737" "chr15" 73073781 73073973 2.47 6.21e-06
"ENSMUSG00000022629" "chr15-2711" "chr15" 90847819 90848011 2.92 2.94e-06
"ENSMUSG00000022629" "chr15-3728" "chr15" 90827847 90828039 3.73 3.91e-07
"ENSMUSG00000022637" "chr16-1270" "chr16" 51937635 51937827 2.39 1.56e-05
"ENSMUSG00000022641" "chr16-392" "chr16" 50431738 50431930 2.23 2.87e-09
"ENSMUSG00000022661" "chr16-1263" "chr16" 45330073 45330265 3.6 6.06e-10
"ENSMUSG00000022665" "chr16-710" "chr16" 45090380 45090572 2.11 2.37e-06
"ENSMUSG00000022672" "chr16-443" "chr16" 15637972 15638164 2.05 6.7e-07
"ENSMUSG00000022682" "chr16-1436" "chr16" 13754724 13754916 2.32 3.79e-05
"ENSMUSG00000022683" "chr16-1436" "chr16" 13754724 13754916 2.32 3.79e-05
"ENSMUSG00000022701" "chr16-1379" "chr16" 43963065 43963257 2.27 1.74e-05
"ENSMUSG00000022701" "chr16-2987" "chr16" 43895040 43895232 5.59 3.46e-10
"ENSMUSG00000022704" "chr16-2987" "chr16" 43895040 43895232 5.59 3.46e-10
"ENSMUSG00000022708" "chr16-1820" "chr16" 43548445 43548637 2.82 2.25e-06
"ENSMUSG00000022708" "chr16-2344" "chr16" 43517829 43518033 3.26 1.21e-05
"ENSMUSG00000022708" "chr16-1012" "chr16" 42909605 42909797 2.49 8.32e-07
"ENSMUSG00000022708" "chr16-1165" "chr16" 42912284 42912476 2.5 1.7e-06
"ENSMUSG00000022708" "chr16-1373" "chr16" 42897379 42897571 4.31 9.98e-11
"ENSMUSG00000022710" "chr16-2148" "chr16" 8716538 8716742 3.5 1.41e-05
"ENSMUSG00000022747" "chr16-1173" "chr16" 58514128 58514320 2.29 2.57e-05
"ENSMUSG00000022747" "chr16-1659" "chr16" 58501437 58501629 3.01 6.56e-08
"ENSMUSG00000022748" "chr16-1390" "chr16" 57302144 57302336 3.04 3.73e-06
"ENSMUSG00000022753" "chr16-1390" "chr16" 57302144 57302336 3.04 3.73e-06
"ENSMUSG00000022759" "chr16-861" "chr16" 17554615 17554807 2.2 8.09e-06
"ENSMUSG00000022762" "chr16-3041" "chr16" 81220550 81220742 6.48 5.59e-10
"ENSMUSG00000022770" "chr16-581" "chr16" 31696707 31696899 2.31 4.21e-08
"ENSMUSG00000022780" "chr16-1976" "chr16" 31905107 31905299 3.16 1.17e-06
"ENSMUSG00000022790" "chr16-1481" "chr16" 38929175 38929367 2.39 8.21e-05
"ENSMUSG00000022791" "chr16-2890" "chr16" 32672212 32672404 5.51 1.24e-07
"ENSMUSG00000022811" "chr16-2695" "chr16" 33493119 33493323 8.22 3.25e-10
"ENSMUSG00000022816" "chr16-2948" "chr16" 37825094 37825286 2.68 9.4e-05
"ENSMUSG00000022817" "chr16-2897" "chr16" 33834647 33834839 2.8 3.34e-05
"ENSMUSG00000022828" "chr16-882" "chr16" 37506624 37506816 2.06 8.66e-05
"ENSMUSG00000022828" "chr16-1624" "chr16" 37461204 37461396 5.25 3.05e-11
"ENSMUSG00000022829" "chr16-1624" "chr16" 37461204 37461396 5.25 3.05e-11
"ENSMUSG00000022829" "chr16-1792" "chr16" 37381322 37381514 6.08 9.88e-12
"ENSMUSG00000022840" "chr16-1994" "chr16" 35157378 35157570 3.57 1.46e-06
"ENSMUSG00000022840" "chr16-2310" "chr16" 35161162 35161366 3.52 2.4e-07
"ENSMUSG00000022861" "chr16-1325" "chr16" 22660578 22660770 3.4 1.04e-07
"ENSMUSG00000022864" "chr16-1182" "chr16" 78540614 78540806 2.25 2.69e-05
"ENSMUSG00000022864" "chr16-2062" "chr16" 78573649 78573841 2.43 2.26e-05
"ENSMUSG00000022885" "chr16-1139" "chr16" 23270597 23270789 2.22 5.99e-05
"ENSMUSG00000022892" "chr16-2315" "chr16" 84984585 84984777 5.59 3.46e-10
"ENSMUSG00000022895" "chr16-2346" "chr16" 95840315 95840507 3.7 5.42e-06
"ENSMUSG00000022897" "chr16-1677" "chr16" 94966978 94967170 3.16 1.17e-06
"ENSMUSG00000022906" "chr16-1251" "chr16" 35939471 35939663 2.76 4.45e-07
"ENSMUSG00000022911" "chr16-1088" "chr16" 62847089 62847281 2.29 2.57e-05
"ENSMUSG00000022912" "chr16-1088" "chr16" 62847089 62847281 2.29 2.57e-05
"ENSMUSG00000022962" "chr16-682" "chr16" 91646945 91647137 2.12 5.3e-06
"ENSMUSG00000022978" "chr16-957" "chr16" 90712967 90713159 2.04 3.54e-05
"ENSMUSG00000022978" "chr16-2327" "chr16" 90696786 90696978 2.68 9.4e-05
"ENSMUSG00000022995" "chr1-3489" "chr1" 183853933 183854125 2.2 4.02e-05
"ENSMUSG00000022995" "chr1-4422" "chr1" 183918964 183919156 2.8 3.34e-05
"ENSMUSG00000023000" "chr15-3775" "chr15" 98726281 98726473 2.8 3.34e-05
"ENSMUSG00000023011" "chr15-1680" "chr15" 99329424 99329616 2.31 1.17e-05
"ENSMUSG00000023022" "chr15-3024" "chr15" 99697725 99697917 2.53 4.69e-05
"ENSMUSG00000023022" "chr15-3786" "chr15" 99651517 99651709 3.06 1.45e-05
"ENSMUSG00000023026" "chr15-423" "chr15" 100033048 100033240 2.05 4.07e-08
"ENSMUSG00000023026" "chr15-2376" "chr15" 99946119 99946323 2.52 2.06e-05
"ENSMUSG00000023027" "chr15-2284" "chr15" 100066751 100066943 2.27 1.74e-05
"ENSMUSG00000023032" "chr15-2502" "chr15" 100645150 100645342 3.02 2.51e-07
"ENSMUSG00000023032" "chr15-3525" "chr15" 100709698 100709902 3.23 2.95e-06
"ENSMUSG00000023033" "chr15-3526" "chr15" 100877045 100877249 3.08 2.36e-06
"ENSMUSG00000023034" "chr15-1291" "chr15" 101069112 101069304 2.2 8.09e-06
"ENSMUSG00000023034" "chr15-1562" "chr15" 101086330 101086522 2.25 3.6e-06
"ENSMUSG00000023034" "chr15-1810" "chr15" 101091564 101091756 2.4 7.3e-06
"ENSMUSG00000023034" "chr15-2099" "chr15" 101072508 101072700 2.63 1.77e-05
"ENSMUSG00000023034" "chr15-2288" "chr15" 101088723 101088915 3.28 3.55e-07
"ENSMUSG00000023036" "chr18-1233" "chr18" 37975182 37975374 2.03 2.35e-05
"ENSMUSG00000023036" "chr18-3373" "chr18" 37998982 37999174 3.31 6.9e-05
"ENSMUSG00000023055" "chr15-1567" "chr15" 102574548 102574740 2.92 5.23e-08
"ENSMUSG00000023067" "chr17-528" "chr17" 29218714 29218906 2 1.69e-07
"ENSMUSG00000023079" "chr5-4906" "chr5" 134850957 134851149 5.35 1.92e-09
"ENSMUSG00000023089" "chr6-4466" "chr6" 24465699 24465891 3.31 6.9e-05
"ENSMUSG00000023169" "chr15-1798" "chr15" 96373767 96373959 2.27 1.74e-05
"ENSMUSG00000023192" "chr9-1935" "chr9" 106542484 106542676 2.13 6.01e-05
"ENSMUSG00000023262" "chr9-1608" "chr9" 106335577 106335769 2.04 5.32e-05
"ENSMUSG00000023262" "chr9-6257" "chr9" 106337459 106337651 4.09 3.45e-07
"ENSMUSG00000023336" "chr8-2021" "chr8" 122190378 122190570 2.29 2.57e-05
"ENSMUSG00000023345" "chr9-1807" "chr9" 106214331 106214523 2.19 5.43e-06
"ENSMUSG00000023345" "chr9-3120" "chr9" 106242972 106243164 2.33 7.3e-06
"ENSMUSG00000023391" "chr2-4588" "chr2" 71464640 71464832 2.68 1.24e-06
"ENSMUSG00000023460" "chr17-2952" "chr17" 66819544 66819736 2.59 6.68e-05
"ENSMUSG00000023473" "chr9-4787" "chr9" 108726618 108726810 3.34 1.35e-06
"ENSMUSG00000023800" "chr17-1536" "chr17" 3495482 3495674 2.06 8.66e-05
"ENSMUSG00000023800" "chr17-3044" "chr17" 3380551 3380743 4.22 5.89e-09
"ENSMUSG00000023800" "chr17-3408" "chr17" 3369609 3369801 2.92 1.14e-05
"ENSMUSG00000023800" "chr17-2730" "chr17" 3486075 3486267 3.34 1.35e-06
"ENSMUSG00000023800" "chr17-2716" "chr17" 3486648 3486852 2.47 7.99e-05
"ENSMUSG00000023826" "chr17-1146" "chr17" 11406874 11407066 2.35 3.39e-06
"ENSMUSG00000023826" "chr17-1545" "chr17" 11463020 11463212 2.09 2.54e-05
"ENSMUSG00000023830" "chr17-2784" "chr17" 12934418 12934610 2.92 4.44e-05
"ENSMUSG00000023846" "chr17-3477" "chr17" 17529266 17529458 2.92 4.44e-05
"ENSMUSG00000023861" "chr17-1971" "chr17" 8491300 8491504 2.43 5.31e-05
"ENSMUSG00000023886" "chr17-1543" "chr17" 14383525 14383729 2.4 3.51e-05
"ENSMUSG00000023904" "chr17-1287" "chr17" 23814102 23814294 2.25 3.6e-06
"ENSMUSG00000023905" "chr17-1287" "chr17" 23814102 23814294 2.25 3.6e-06
"ENSMUSG00000023915" "chr17-1311" "chr17" 43167430 43167622 2.78 8.79e-08
"ENSMUSG00000023923" "chr17-3305" "chr17" 50909469 50909673 7.2 2.09e-08
"ENSMUSG00000023927" "chr17-1389" "chr17" 51948173 51948365 2.23 1.8e-05
"ENSMUSG00000023927" "chr17-1873" "chr17" 51967537 51967729 2.47 6.21e-06
"ENSMUSG00000023927" "chr17-1874" "chr17" 51969589 51969781 3.21 2.46e-08
"ENSMUSG00000023927" "chr17-2905" "chr17" 51968269 51968461 2.39 8.21e-05
"ENSMUSG00000023952" "chr17-641" "chr17" 46290612 46290804 2.27 9.77e-08
"ENSMUSG00000023965" "chr17-1614" "chr17" 63375392 63375584 2.11 5.75e-05
"ENSMUSG00000023972" "chr17-851" "chr17" 46732185 46732377 2.01 2.07e-06
"ENSMUSG00000023972" "chr17-2008" "chr17" 46756142 46756334 2.84 1.55e-07
"ENSMUSG00000023972" "chr17-2310" "chr17" 46756983 46757187 2.97 1.81e-06
"ENSMUSG00000023980" "chr17-4089" "chr17" 47641068 47641260 8.27 4.8e-10
"ENSMUSG00000023988" "chr17-4089" "chr17" 47641068 47641260 8.27 4.8e-10
"ENSMUSG00000023990" "chr17-3205" "chr17" 47885595 47885787 3.24 1.76e-05
"ENSMUSG00000023990" "chr17-3623" "chr17" 47921360 47921552 3.57 1.46e-06
"ENSMUSG00000023993" "chr17-1728" "chr17" 48511885 48512077 2.32 3.79e-05
"ENSMUSG00000023994" "chr17-1728" "chr17" 48511885 48512077 2.32 3.79e-05
"ENSMUSG00000023999" "chr17-1732" "chr17" 49763740 49763932 2.35 5.58e-05
"ENSMUSG00000024036" "chr17-3145" "chr17" 31485545 31485737 2.53 4.69e-05
"ENSMUSG00000024036" "chr17-2526" "chr17" 31508654 31508858 9.77 4.03e-13
"ENSMUSG00000024042" "chr17-3222" "chr17" 31954456 31954660 3.86 1.46e-05
"ENSMUSG00000024049" "chr17-2976" "chr17" 71479101 71479293 3.2 4.53e-06
"ENSMUSG00000024052" "chr17-2976" "chr17" 71479101 71479293 3.2 4.53e-06
"ENSMUSG00000024052" "chr17-4221" "chr17" 71564303 71564495 4.86 3.4e-06
"ENSMUSG00000024063" "chr17-1513" "chr17" 73274637 73274829 2.76 4.45e-07
"ENSMUSG00000024065" "chr17-3398" "chr17" 74231407 74231611 2.79 9.17e-05
"ENSMUSG00000024066" "chr17-1631" "chr17" 74312774 74312966 2.84 1.18e-07
"ENSMUSG00000024066" "chr17-3722" "chr17" 74298735 74298927 6.16 3.57e-09
"ENSMUSG00000024066" "chr17-3398" "chr17" 74231407 74231611 2.79 9.17e-05
"ENSMUSG00000024077" "chr17-2420" "chr17" 79077215 79077407 3.06 1.45e-05
"ENSMUSG00000024081" "chr17-761" "chr17" 79315800 79315992 2.13 4.94e-07
"ENSMUSG00000024104" "chr6-814" "chr6" 116214224 116214416 2.19 4.99e-07
"ENSMUSG00000024109" "chr17-2460" "chr17" 91092835 91093027 2.53 4.69e-05
"ENSMUSG00000024109" "chr17-2080" "chr17" 90460265 90460457 2.43 2.26e-05
"ENSMUSG00000024109" "chr17-3037" "chr17" 91214540 91214732 3.06 1.45e-05
"ENSMUSG00000024135" "chr17-610" "chr17" 86566572 86566764 2.19 4.65e-08
"ENSMUSG00000024140" "chr17-978" "chr17" 87201686 87201878 2.51 4.49e-08
"ENSMUSG00000024140" "chr17-1021" "chr17" 87155332 87155524 3.22 4.57e-10
"ENSMUSG00000024140" "chr17-1521" "chr17" 87168456 87168648 3.24 1.72e-09
"ENSMUSG00000024140" "chr17-2703" "chr17" 87199201 87199393 2.92 2.94e-06
"ENSMUSG00000024140" "chr17-2445" "chr17" 87181470 87181662 4.22 5.89e-09
"ENSMUSG00000024163" "chr17-3090" "chr17" 25040376 25040568 3.04 3.73e-06
"ENSMUSG00000024163" "chr17-341" "chr17" 25033464 25033656 2.16 2.01e-09
"ENSMUSG00000024197" "chr17-3652" "chr17" 56428047 56428239 2.68 9.4e-05
"ENSMUSG00000024219" "chr17-474" "chr17" 28144631 28144823 2.25 1.95e-09
"ENSMUSG00000024219" "chr17-2329" "chr17" 28105194 28105386 3.47 3.89e-07
"ENSMUSG00000024219" "chr17-3973" "chr17" 28171355 28171547 3.06 1.45e-05
"ENSMUSG00000024219" "chr17-2827" "chr17" 28156787 28156991 3.7 3.74e-06
"ENSMUSG00000024228" "chr17-2025" "chr17" 59151875 59152067 3.13 3.05e-07
"ENSMUSG00000024234" "chr18-1119" "chr18" 4354237 4354429 2.4 1.42e-06
"ENSMUSG00000024235" "chr18-1119" "chr18" 4354237 4354429 2.4 1.42e-06
"ENSMUSG00000024240" "chr18-943" "chr18" 6507725 6507917 2.84 1.18e-07
"ENSMUSG00000024240" "chr18-1212" "chr18" 6513469 6513661 2.4 7.3e-06
"ENSMUSG00000024241" "chr17-1516" "chr17" 80827900 80828092 2.05 8.02e-05
"ENSMUSG00000024241" "chr17-3335" "chr17" 80833186 80833378 2.92 4.44e-05
"ENSMUSG00000024242" "chr17-2993" "chr17" 81111667 81111859 2.92 1.14e-05
"ENSMUSG00000024245" "chr17-1066" "chr17" 81338969 81339161 2.04 3.54e-05
"ENSMUSG00000024251" "chr17-1778" "chr17" 84719383 84719575 2.47 6.21e-06
"ENSMUSG00000024268" "chr18-1317" "chr18" 25756075 25756267 2.5 1.7e-06
"ENSMUSG00000024268" "chr18-2265" "chr18" 25882641 25882833 3.2 4.53e-06
"ENSMUSG00000024268" "chr18-2542" "chr18" 25704442 25704634 3.04 3.73e-06
"ENSMUSG00000024268" "chr18-3301" "chr18" 25680367 25680559 3.7 5.42e-06
"ENSMUSG00000024268" "chr18-1676" "chr18" 25711740 25711944 3.43 3.47e-06
"ENSMUSG00000024268" "chr18-1879" "chr18" 25722903 25723107 2.7 6.45e-05
"ENSMUSG00000024268" "chr18-2402" "chr18" 25738596 25738800 3.08 4.03e-05
"ENSMUSG00000024277" "chr18-2881" "chr18" 23940975 23941167 3.89 1.4e-06
"ENSMUSG00000024286" "chr18-2841" "chr18" 9394109 9394301 3.34 1.35e-06
"ENSMUSG00000024294" "chr18-725" "chr18" 10725141 10725333 2.08 1.13e-05
"ENSMUSG00000024294" "chr18-2706" "chr18" 10735895 10736099 2.7 6.45e-05
"ENSMUSG00000024302" "chr18-628" "chr18" 23574027 23574219 2.02 3.1e-06
"ENSMUSG00000024302" "chr18-2021" "chr18" 23812779 23812971 2.56 1.26e-05
"ENSMUSG00000024302" "chr18-1510" "chr18" 23681192 23681396 2.31 8.61e-05
"ENSMUSG00000024335" "chr17-686" "chr17" 34255823 34256015 2.56 9.51e-10
"ENSMUSG00000024339" "chr17-2857" "chr17" 34371754 34371946 2.68 9.4e-05
"ENSMUSG00000024357" "chr18-1006" "chr18" 35650283 35650475 2.36 1.07e-05
"ENSMUSG00000024357" "chr18-3346" "chr18" 35609011 35609203 3.5 1.99e-05
"ENSMUSG00000024381" "chr18-1697" "chr18" 32503173 32503365 5.06 1.6e-10
"ENSMUSG00000024395" "chr18-682" "chr18" 32090498 32090690 3.05 3.17e-10
"ENSMUSG00000024402" "chr17-1472" "chr17" 35355804 35355996 3.28 3.55e-07
"ENSMUSG00000024409" "chr17-687" "chr17" 35686477 35686669 2.43 7.83e-08
"ENSMUSG00000024421" "chr18-2380" "chr18" 12632164 12632368 3.91 9.42e-07
"ENSMUSG00000024423" "chr18-728" "chr18" 13130288 13130480 2.1 1.06e-06
"ENSMUSG00000024425" "chr18-2175" "chr18" 38567705 38567909 3.29 5.03e-05
"ENSMUSG00000024426" "chr17-919" "chr17" 36046644 36046836 2.06 2.24e-06
"ENSMUSG00000024431" "chr18-1724" "chr18" 39719254 39719446 2.74 1.69e-06
"ENSMUSG00000024442" "chr18-1147" "chr18" 38414790 38414982 2.83 5.9e-07
"ENSMUSG00000024442" "chr18-1452" "chr18" 38415355 38415547 2.51 8.87e-06
"ENSMUSG00000024456" "chr18-2587" "chr18" 38019609 38019801 4.13 4.89e-06
"ENSMUSG00000024479" "chr15-2173" "chr15" 54463609 54463801 3.4 1.04e-07
"ENSMUSG00000024479" "chr15-2579" "chr15" 54311016 54311208 2.32 3.79e-05
"ENSMUSG00000024479" "chr15-2580" "chr15" 54312004 54312196 3.89 1.01e-07
"ENSMUSG00000024500" "chr18-1015" "chr18" 42785017 42785209 4.43 1.28e-13
"ENSMUSG00000024500" "chr18-2621" "chr18" 42952605 42952797 3.08 5.69e-05
"ENSMUSG00000024500" "chr18-3420" "chr18" 42939363 42939555 3.5 1.99e-05
"ENSMUSG00000024513" "chr18-1109" "chr18" 70812220 70812412 2.06 8.66e-05
"ENSMUSG00000024513" "chr18-2317" "chr18" 70761363 70761567 2.79 9.17e-05
"ENSMUSG00000024533" "chr18-2161" "chr18" 67732874 67733066 3.53 2.93e-08
"ENSMUSG00000024544" "chr18-1030" "chr18" 68109749 68109941 2.23 1.8e-05
"ENSMUSG00000024544" "chr18-1182" "chr18" 68168184 68168376 2.29 2.57e-05
"ENSMUSG00000024544" "chr18-3588" "chr18" 68096519 68096711 3.7 5.42e-06
"ENSMUSG00000024548" "chr18-1292" "chr18" 79038412 79038604 3.21 2.46e-08
"ENSMUSG00000024548" "chr18-1533" "chr18" 78942704 78942896 2.48 3.27e-05
"ENSMUSG00000024548" "chr18-2450" "chr18" 79246198 79246390 2.8 3.34e-05
