"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p"
"ENSMUSG00000024107" "chr17-1857" "chr17" 89191186 89191384 2.68 6.49e-08
"ENSMUSG00000024107" "chr17-2097" "chr17" 89157198 89157396 2.28 1.17e-05
"ENSMUSG00000024109" "chr17-1507" "chr17" 91490553 91490751 2.3 2.87e-08
"ENSMUSG00000024109" "chr17-1566" "chr17" 91489718 91489916 2.93 7.56e-10
"ENSMUSG00000024109" "chr17-2348" "chr17" 91095250 91095448 2.16 6.01e-05
"ENSMUSG00000024109" "chr17-2494" "chr17" 91208172 91208370 3.09 9.64e-07
"ENSMUSG00000024109" "chr17-3655" "chr17" 91481878 91482076 3.42 1.35e-06
"ENSMUSG00000024109" "chr17-4005" "chr17" 91311464 91311662 3.35 5.18e-06
"ENSMUSG00000024120" "chr17-1889" "chr17" 85214444 85214628 2.65 9.82e-07
"ENSMUSG00000024120" "chr17-4375" "chr17" 85114222 85114406 4.44 6.39e-07
"ENSMUSG00000024121" "chr17-2388" "chr17" 24310653 24310851 3.41 2.77e-08
"ENSMUSG00000024127" "chr17-4938" "chr17" 85475841 85476039 5.43 1.24e-07
"ENSMUSG00000024127" "chr17-4936" "chr17" 85466682 85466880 2.87 4.44e-05
"ENSMUSG00000024131" "chr17-4938" "chr17" 85475841 85476039 5.43 1.24e-07
"ENSMUSG00000024131" "chr17-4936" "chr17" 85466682 85466880 2.87 4.44e-05
"ENSMUSG00000024140" "chr17-1703" "chr17" 87167576 87167760 2.09 5.3e-05
"ENSMUSG00000024146" "chr17-3062" "chr17" 87450291 87450489 3.23 1.17e-06
"ENSMUSG00000024172" "chr17-2782" "chr17" 55616224 55616422 3.42 1.35e-06
"ENSMUSG00000024190" "chr17-4129" "chr17" 26593620 26593818 3.03 5.69e-05
"ENSMUSG00000024201" "chr17-1837" "chr17" 56507134 56507332 2.08 5.75e-05
"ENSMUSG00000024201" "chr17-3421" "chr17" 56524430 56524614 4.18 2.88e-06
"ENSMUSG00000024213" "chr17-2399" "chr17" 27736829 27737027 2.87 2.25e-06
"ENSMUSG00000024215" "chr17-1949" "chr17" 27849588 27849772 2.35 4.76e-06
"ENSMUSG00000024217" "chr17-4148" "chr17" 27987856 27988054 3.45 1.99e-05
"ENSMUSG00000024219" "chr17-1102" "chr17" 28170395 28170579 2.02 1.65e-06
"ENSMUSG00000024219" "chr17-3667" "chr17" 28074991 28075175 3.31 9.85e-06
"ENSMUSG00000024242" "chr17-3035" "chr17" 81097063 81097261 3.35 3.55e-07
"ENSMUSG00000024242" "chr17-3611" "chr17" 81066477 81066675 2.75 3.34e-05
"ENSMUSG00000024248" "chr17-1771" "chr17" 83925432 83925630 2.46 4.32e-06
"ENSMUSG00000024248" "chr17-3321" "chr17" 83926652 83926850 2.66 6.68e-05
"ENSMUSG00000024251" "chr17-3629" "chr17" 84910214 84910412 3.35 5.18e-06
"ENSMUSG00000024256" "chr17-2019" "chr17" 93599262 93599446 2.15 6e-05
"ENSMUSG00000024268" "chr18-1388" "chr18" 25802171 25802369 2.22 2.69e-05
"ENSMUSG00000024268" "chr18-1239" "chr18" 25759640 25759838 2.2 1.8e-05
"ENSMUSG00000024268" "chr18-1472" "chr18" 25792330 25792528 2.81 3.12e-08
"ENSMUSG00000024268" "chr18-1387" "chr18" 25793998 25794196 2.22 2.69e-05
"ENSMUSG00000024268" "chr18-1803" "chr18" 25870203 25870401 2.4 5.58e-05
"ENSMUSG00000024268" "chr18-2817" "chr18" 25675840 25676024 2.98 2.48e-05
"ENSMUSG00000024268" "chr18-2510" "chr18" 25845100 25845284 3.13 1.83e-06
"ENSMUSG00000024277" "chr18-1689" "chr18" 23954019 23954217 3.09 9.64e-07
"ENSMUSG00000024286" "chr18-2240" "chr18" 9429131 9429329 2.99 1.14e-05
"ENSMUSG00000024290" "chr18-1369" "chr18" 10242011 10242209 2.06 2.54e-05
"ENSMUSG00000024294" "chr18-1775" "chr18" 10826617 10826815 6.9 1.55e-17
"ENSMUSG00000024294" "chr18-2242" "chr18" 10727315 10727513 3.19 3.05e-07
"ENSMUSG00000024302" "chr18-3311" "chr18" 23587415 23587613 4.22 8.11e-08
"ENSMUSG00000024302" "chr18-3748" "chr18" 23684430 23684628 3.64 5.42e-06
"ENSMUSG00000024357" "chr18-1315" "chr18" 35627781 35627979 2.04 1.57e-05
"ENSMUSG00000024376" "chr18-1479" "chr18" 34051601 34051799 2.18 1.21e-05
"ENSMUSG00000024376" "chr18-3224" "chr18" 34158319 34158503 3.13 7.76e-06
"ENSMUSG00000024381" "chr18-3036" "chr18" 32590914 32591112 2.75 3.34e-05
"ENSMUSG00000024381" "chr18-3365" "chr18" 32543789 32543987 5.75 2.16e-08
"ENSMUSG00000024381" "chr18-1295" "chr18" 32520941 32521125 2.15 3.81e-05
"ENSMUSG00000024400" "chr18-3360" "chr18" 32020802 32021000 4.07 4.89e-06
"ENSMUSG00000024411" "chr18-2444" "chr18" 15600037 15600235 4.02 3.45e-07
"ENSMUSG00000024413" "chr18-1226" "chr18" 12395953 12396151 2.29 2.3e-06
"ENSMUSG00000024420" "chr18-1228" "chr18" 14127069 14127267 2.02 8.02e-05
"ENSMUSG00000024421" "chr18-2073" "chr18" 12646813 12647011 2.68 1.77e-05
"ENSMUSG00000024424" "chr18-2075" "chr18" 12841916 12842114 2.4 5.58e-05
"ENSMUSG00000024424" "chr18-3712" "chr18" 12875228 12875426 3.59 7.63e-05
"ENSMUSG00000024424" "chr18-3126" "chr18" 12760837 12761021 2.74 5.22e-05
"ENSMUSG00000024425" "chr18-1060" "chr18" 38531861 38532059 2.01 3.54e-05
"ENSMUSG00000024425" "chr18-1836" "chr18" 38599784 38599982 2.61 1.26e-05
"ENSMUSG00000024442" "chr18-1118" "chr18" 38414313 38414511 2 2.35e-05
"ENSMUSG00000024451" "chr18-1183" "chr18" 38247118 38247316 2.2 2.42e-06
"ENSMUSG00000024451" "chr18-1832" "chr18" 38181966 38182164 2.36 3.79e-05
"ENSMUSG00000024457" "chr17-3508" "chr17" 36985938 36986136 2.63 9.4e-05
"ENSMUSG00000024462" "chr17-2570" "chr17" 37206740 37206938 2.17 9.03e-05
"ENSMUSG00000024500" "chr18-1325" "chr18" 42847881 42848079 2.74 8.79e-08
"ENSMUSG00000024500" "chr18-1995" "chr18" 42884019 42884217 2.87 2.25e-06
"ENSMUSG00000024500" "chr18-2767" "chr18" 42912688 42912886 2.63 9.4e-05
"ENSMUSG00000024500" "chr18-2769" "chr18" 42947919 42948117 3.11 3.73e-06
"ENSMUSG00000024502" "chr18-1852" "chr18" 43766892 43767090 4.79 6.28e-11
"ENSMUSG00000024502" "chr18-3456" "chr18" 43741815 43742013 3.45 1.99e-05
"ENSMUSG00000024505" "chr18-861" "chr18" 49775829 49776027 2.55 3.45e-09
"ENSMUSG00000024505" "chr18-1733" "chr18" 49777256 49777454 2.26 5.99e-05
"ENSMUSG00000024513" "chr18-2869" "chr18" 70762160 70762358 2.63 9.4e-05
"ENSMUSG00000024516" "chr18-4039" "chr18" 65924012 65924210 7.19 2.93e-08
"ENSMUSG00000024518" "chr18-2657" "chr18" 66097607 66097791 3.76 3.04e-06
"ENSMUSG00000024526" "chr18-1136" "chr18" 67503203 67503401 2.5 6.37e-08
"ENSMUSG00000024529" "chr18-1647" "chr18" 52761730 52761914 3.44 2.68e-09
"ENSMUSG00000024534" "chr18-1331" "chr18" 53069236 53069434 3.19 1.72e-09
"ENSMUSG00000024544" "chr18-2667" "chr18" 68098857 68099041 4.7 1.34e-07
"ENSMUSG00000024548" "chr18-877" "chr18" 79304952 79305150 2.07 3.35e-06
"ENSMUSG00000024548" "chr18-2621" "chr18" 79109709 79109907 3.23 1.17e-06
"ENSMUSG00000024578" "chr18-2575" "chr18" 61847188 61847386 2.87 4.44e-05
"ENSMUSG00000024581" "chr18-1269" "chr18" 63130414 63130612 2.12 1.78e-05
"ENSMUSG00000024593" "chr18-1260" "chr18" 57430330 57430528 2.69 1.74e-08
"ENSMUSG00000024617" "chr18-1339" "chr18" 61106623 61106821 2.22 2.69e-05
"ENSMUSG00000024617" "chr18-2020" "chr18" 61096288 61096486 2.63 3.37e-06
"ENSMUSG00000024617" "chr18-2823" "chr18" 61134269 61134467 4.55 2.48e-07
"ENSMUSG00000024620" "chr18-2824" "chr18" 61207393 61207591 3.15 4.53e-06
"ENSMUSG00000024620" "chr18-3381" "chr18" 61258146 61258330 3.34 4.22e-05
"ENSMUSG00000024621" "chr18-3381" "chr18" 61258146 61258330 3.34 4.22e-05
"ENSMUSG00000024639" "chr19-1464" "chr19" 16366795 16366993 3.41 2.77e-08
"ENSMUSG00000024639" "chr19-1873" "chr19" 16214549 16214747 2.47 2.26e-05
"ENSMUSG00000024639" "chr19-1874" "chr19" 16299011 16299209 4.79 6.28e-11
"ENSMUSG00000024639" "chr19-2174" "chr19" 16325423 16325621 2.53 3.27e-05
"ENSMUSG00000024639" "chr19-2374" "chr19" 16310287 16310485 3.28 4.53e-06
"ENSMUSG00000024639" "chr19-1636" "chr19" 16447833 16448017 2.15 6e-05
"ENSMUSG00000024642" "chr19-863" "chr19" 14581295 14581493 2.12 3.54e-06
"ENSMUSG00000024642" "chr19-1114" "chr19" 14669996 14670194 2.12 1.78e-05
"ENSMUSG00000024650" "chr19-2147" "chr19" 8737489 8737687 2.59 4.69e-05
"ENSMUSG00000024663" "chr19-1888" "chr19" 10113499 10113683 2.35 6.73e-05
"ENSMUSG00000024664" "chr19-1888" "chr19" 10113499 10113683 2.35 6.73e-05
"ENSMUSG00000024687" "chr19-777" "chr19" 12086184 12086382 2.12 3.54e-06
"ENSMUSG00000024687" "chr19-2870" "chr19" 12077511 12077709 3.03 5.69e-05
"ENSMUSG00000024754" "chr19-1536" "chr19" 21788320 21788504 3 5.82e-06
"ENSMUSG00000024759" "chr19-2838" "chr19" 7593733 7593931 3.01 1.45e-05
"ENSMUSG00000024789" "chr19-2096" "chr19" 29259826 29260010 2.67 3.55e-05
"ENSMUSG00000024798" "chr19-756" "chr19" 36077329 36077527 2.21 1.02e-07
"ENSMUSG00000024800" "chr19-1212" "chr19" 36186218 36186416 2.58 2.4e-06
"ENSMUSG00000024803" "chr19-1212" "chr19" 36186218 36186416 2.58 2.4e-06
"ENSMUSG00000024803" "chr19-1783" "chr19" 36288753 36288951 2.87 8.65e-06
"ENSMUSG00000024811" "chr19-1785" "chr19" 36985896 36986094 2.66 6.68e-05
"ENSMUSG00000024812" "chr19-1765" "chr19" 24236302 24236500 2.55 8.87e-06
"ENSMUSG00000024826" "chr19-2132" "chr19" 5910096 5910294 2.87 8.65e-06
"ENSMUSG00000024827" "chr19-2677" "chr19" 30201217 30201415 3.15 4.53e-06
"ENSMUSG00000024833" "chr19-881" "chr19" 5938026 5938224 2.25 1.06e-06
"ENSMUSG00000024843" "chr19-2807" "chr19" 3882436 3882634 3.11 3.73e-06
"ENSMUSG00000024843" "chr19-3113" "chr19" 3871248 3871446 3.19 1.76e-05
"ENSMUSG00000024853" "chr19-1368" "chr19" 5273905 5274103 2.4 1.07e-05
"ENSMUSG00000024855" "chr19-1368" "chr19" 5273905 5274103 2.4 1.07e-05
"ENSMUSG00000024891" "chr19-726" "chr19" 4993936 4994134 2.11 1.5e-07
"ENSMUSG00000024893" "chr19-2606" "chr19" 32526450 32526634 3.55 1.16e-05
"ENSMUSG00000024908" "chr19-1840" "chr19" 3577109 3577307 3.19 3.05e-07
"ENSMUSG00000024908" "chr19-1964" "chr19" 3519989 3520187 2.44 8.21e-05
"ENSMUSG00000024913" "chr19-1840" "chr19" 3577109 3577307 3.19 3.05e-07
"ENSMUSG00000024921" "chr19-2196" "chr19" 26820743 26820941 4.15 2.48e-08
"ENSMUSG00000024937" "chr19-1717" "chr19" 5724839 5725023 2.51 6.36e-05
"ENSMUSG00000024985" "chr19-985" "chr19" 56014971 56015169 2.04 1.04e-05
"ENSMUSG00000024985" "chr19-1949" "chr19" 55969674 55969872 2.3 1.74e-05
"ENSMUSG00000024985" "chr19-3466" "chr19" 55927935 55928133 5.75 2.16e-08
"ENSMUSG00000024985" "chr19-1996" "chr19" 55823898 55824082 2.98 2.48e-05
"ENSMUSG00000024987" "chr19-2059" "chr19" 37865149 37865347 3.42 1.35e-06
"ENSMUSG00000024998" "chr19-2356" "chr19" 38862135 38862319 4.96 2.67e-08
"ENSMUSG00000024999" "chr19-2356" "chr19" 38862135 38862319 4.96 2.67e-08
"ENSMUSG00000025006" "chr19-2996" "chr19" 40471764 40471962 3.03 5.69e-05
"ENSMUSG00000025006" "chr19-1286" "chr19" 40510869 40511053 2.09 8.37e-05
"ENSMUSG00000025020" "chr19-1416" "chr19" 41732067 41732265 2.4 1.07e-05
"ENSMUSG00000025020" "chr19-1492" "chr19" 41693427 41693625 2.09 8.66e-05
"ENSMUSG00000025020" "chr19-2715" "chr19" 41774960 41775158 2.63 9.4e-05
"ENSMUSG00000025026" "chr19-1138" "chr19" 53240152 53240350 2.01 3.54e-05
"ENSMUSG00000025026" "chr19-2518" "chr19" 53227608 53227806 3.15 4.53e-06
"ENSMUSG00000025041" "chr19-692" "chr19" 47044746 47044944 2.2 9.53e-09
"ENSMUSG00000025041" "chr19-1687" "chr19" 47033500 47033698 2.55 8.87e-06
"ENSMUSG00000025041" "chr19-1593" "chr19" 47092828 47093026 2.46 4.32e-06
"ENSMUSG00000025049" "chr19-721" "chr19" 47143088 47143286 2.44 1.54e-08
"ENSMUSG00000025049" "chr19-2748" "chr19" 47162744 47162942 3.01 1.45e-05
"ENSMUSG00000025060" "chr19-1690" "chr19" 47634352 47634550 2.44 8.21e-05
"ENSMUSG00000025077" "chr19-2286" "chr19" 56585988 56586186 2.53 3.27e-05
"ENSMUSG00000025083" "chr19-1141" "chr19" 57072784 57072982 2.57 1.26e-07
"ENSMUSG00000025083" "chr19-1441" "chr19" 57078290 57078488 2.01 5.32e-05
"ENSMUSG00000025083" "chr19-3035" "chr19" 57034165 57034349 3.83 1.93e-07
"ENSMUSG00000025085" "chr19-2287" "chr19" 57150120 57150318 3.28 4.53e-06
"ENSMUSG00000025089" "chr19-2794" "chr19" 58511746 58511944 3.26 6.9e-05
"ENSMUSG00000025103" "chr7-6484" "chr7" 88970241 88970439 2.63 9.4e-05
"ENSMUSG00000025151" "chrX-1669" "chrX" 91705032 91705230 3.83 1.4e-06
"ENSMUSG00000025162" "chr11-7979" "chr11" 120845469 120845667 3.64 5.42e-06
"ENSMUSG00000025184" "chr19-2724" "chr19" 42645415 42645613 3.03 5.69e-05
"ENSMUSG00000025184" "chr19-3019" "chr19" 42662533 42662731 4.79 5.16e-08
"ENSMUSG00000025190" "chr19-1676" "chr19" 43596302 43596500 2.36 3.79e-05
"ENSMUSG00000025201" "chr2-3308" "chr2" 52488957 52489155 2.87 1.55e-07
"ENSMUSG00000025201" "chr2-4554" "chr2" 52488451 52488649 2.36 3.79e-05
"ENSMUSG00000025213" "chr19-1679" "chr19" 45154570 45154768 3.07 2.51e-07
"ENSMUSG00000025215" "chr19-1679" "chr19" 45154570 45154768 3.07 2.51e-07
"ENSMUSG00000025221" "chr19-2085" "chr19" 45891493 45891691 2.68 1.77e-05
"ENSMUSG00000025227" "chr19-1351" "chr19" 46449626 46449824 2.8 1.18e-07
"ENSMUSG00000025228" "chr19-1351" "chr19" 46449626 46449824 2.8 1.18e-07
"ENSMUSG00000025231" "chr19-1590" "chr19" 46553683 46553881 2.73 3.3e-07
"ENSMUSG00000025231" "chr19-3040" "chr19" 46532536 46532734 3.01 1.45e-05
"ENSMUSG00000025255" "chr3-2681" "chr3" 5274234 5274432 2.87 5.9e-07
"ENSMUSG00000025269" "chrX-955" "chrX" 146948208 146948406 3.19 3.05e-07
"ENSMUSG00000025269" "chrX-1553" "chrX" 146947670 146947868 3.35 5.18e-06
"ENSMUSG00000025270" "chrX-955" "chrX" 146948208 146948406 3.19 3.05e-07
"ENSMUSG00000025270" "chrX-1553" "chrX" 146947670 146947868 3.35 5.18e-06
"ENSMUSG00000025290" "chr14-2163" "chr14" 25318904 25319102 9.26 3.9e-17
"ENSMUSG00000025314" "chr2-2360" "chr2" 90366723 90366921 2.61 2.46e-08
"ENSMUSG00000025318" "chr8-4575" "chr8" 124193547 124193745 2.75 3.34e-05
"ENSMUSG00000025324" "chr7-3312" "chr7" 65914819 65915003 3.04 7.87e-08
"ENSMUSG00000025324" "chr7-3850" "chr7" 66002627 66002811 2.61 2.39e-05
"ENSMUSG00000025371" "chr11-7959" "chr11" 119769364 119769562 4.02 3.45e-07
"ENSMUSG00000025372" "chr11-7961" "chr11" 119864985 119865183 4.22 8.11e-08
"ENSMUSG00000025475" "chr7-5115" "chr7" 146957871 146958069 2.53 3.27e-05
"ENSMUSG00000025475" "chr7-6821" "chr7" 146999196 146999394 2.75 3.34e-05
"ENSMUSG00000025477" "chr7-2229" "chr7" 146758149 146758347 2 2.35e-05
"ENSMUSG00000025504" "chr7-4066" "chr7" 148569118 148569302 2.82 3e-06
"ENSMUSG00000025545" "chr14-3699" "chr14" 122774588 122774786 5.03 1.02e-08
"ENSMUSG00000025551" "chr14-1103" "chr14" 124594982 124595180 2.04 1.57e-05
"ENSMUSG00000025555" "chr14-1982" "chr14" 121548267 121548465 2.33 2.57e-05
"ENSMUSG00000025558" "chr14-4776" "chr14" 122134340 122134538 5.43 1.24e-07
"ENSMUSG00000025558" "chr14-4078" "chr14" 122267722 122267906 3.55 1.16e-05
"ENSMUSG00000025571" "chr11-4658" "chr11" 117560378 117560576 2.77 2.45e-05
"ENSMUSG00000025571" "chr11-5421" "chr11" 117572074 117572272 3.97 7.31e-09
"ENSMUSG00000025571" "chr11-8871" "chr11" 117556366 117556564 2.87 4.44e-05
"ENSMUSG00000025583" "chr11-3850" "chr11" 119628819 119629017 2.71 1.24e-06
"ENSMUSG00000025583" "chr11-4359" "chr11" 119664974 119665172 2.17 9.03e-05
"ENSMUSG00000025583" "chr11-5011" "chr11" 119536987 119537185 3.23 1.17e-06
"ENSMUSG00000025583" "chr11-7959" "chr11" 119769364 119769562 4.02 3.45e-07
"ENSMUSG00000025584" "chr7-3635" "chr7" 88447412 88447596 2.47 4.16e-05
"ENSMUSG00000025584" "chr7-4648" "chr7" 88460617 88460801 3.83 1.93e-07
"ENSMUSG00000025644" "chr9-6167" "chr9" 109025817 109026015 9.58 6.48e-13
"ENSMUSG00000025702" "chr6-3579" "chr6" 116325037 116325235 5.99 5.97e-11
"ENSMUSG00000025722" "chr7-2100" "chr7" 88045677 88045875 2.82 4.47e-10
"ENSMUSG00000025728" "chr17-3162" "chr17" 26071319 26071517 2.87 8.65e-06
"ENSMUSG00000025780" "chr2-2769" "chr2" 10222481 10222679 2.42 5.78e-07
"ENSMUSG00000025780" "chr2-3057" "chr2" 10206495 10206693 2.17 8.09e-06
"ENSMUSG00000025789" "chr7-2382" "chr7" 81151875 81152073 2.05 1.69e-05
"ENSMUSG00000025789" "chr7-2760" "chr7" 81151440 81151638 2.14 3.64e-06
"ENSMUSG00000025790" "chr7-6441" "chr7" 81651447 81651645 5.75 3.46e-10
"ENSMUSG00000025810" "chr8-2877" "chr8" 130939773 130939971 2.33 2.57e-05
"ENSMUSG00000025810" "chr8-3620" "chr8" 130885822 130886020 2.51 6.21e-06
"ENSMUSG00000025812" "chr8-2408" "chr8" 129854662 129854860 2.79 4.45e-07
"ENSMUSG00000025823" "chr6-4909" "chr6" 47757954 47758138 3.34 4.22e-05
"ENSMUSG00000025867" "chr13-3043" "chr13" 54476389 54476587 3.15 4.53e-06
"ENSMUSG00000025876" "chr13-1629" "chr13" 55068704 55068902 2.49 1.19e-06
"ENSMUSG00000025876" "chr13-2165" "chr13" 55083907 55084105 2.87 8.65e-06
"ENSMUSG00000025877" "chr13-3831" "chr13" 55113083 55113281 5.03 1.02e-08
"ENSMUSG00000025889" "chr6-5152" "chr6" 60660955 60661153 3.35 5.18e-06
"ENSMUSG00000025912" "chr1-5458" "chr1" 9643657 9643841 3.34 4.22e-05
"ENSMUSG00000025931" "chr1-3113" "chr1" 20894627 20894825 2.36 3.79e-05
"ENSMUSG00000025959" "chr1-3158" "chr1" 64085074 64085272 2.4 5.58e-05
"ENSMUSG00000025959" "chr1-1096" "chr1" 64065253 64065451 2.29 1.26e-09
"ENSMUSG00000025959" "chr1-1639" "chr1" 64042086 64042284 2.09 7.11e-07
"ENSMUSG00000025959" "chr1-3668" "chr1" 64047090 64047288 2.75 3.34e-05
"ENSMUSG00000025969" "chr1-3383" "chr1" 62854742 62854940 2.4 5.58e-05
"ENSMUSG00000025978" "chr1-3365" "chr1" 55251686 55251884 2.24 4.02e-05
"ENSMUSG00000025978" "chr1-5294" "chr1" 55277897 55278095 2.44 8.21e-05
"ENSMUSG00000025986" "chr1-5270" "chr1" 46908648 46908846 2.59 4.69e-05
"ENSMUSG00000025986" "chr1-5271" "chr1" 46970024 46970222 3.19 1.76e-05
"ENSMUSG00000025995" "chr1-4770" "chr1" 45871835 45872033 3.15 4.53e-06
"ENSMUSG00000026012" "chr1-4806" "chr1" 60822011 60822209 2.87 3.34e-05
"ENSMUSG00000026014" "chr1-1793" "chr1" 60622308 60622506 2.22 3.6e-06
"ENSMUSG00000026058" "chr1-4727" "chr1" 32149363 32149561 2.77 2.45e-05
"ENSMUSG00000026074" "chr1-1785" "chr1" 39991994 39992192 2.2 2.42e-06
"ENSMUSG00000026074" "chr1-3305" "chr1" 39963416 39963600 2.47 4.16e-05
"ENSMUSG00000026080" "chr1-1335" "chr1" 38917060 38917258 2.15 6.91e-08
"ENSMUSG00000026080" "chr1-6624" "chr1" 38900568 38900766 3.83 1.99e-05
"ENSMUSG00000026080" "chr1-2429" "chr1" 38950608 38950792 2.09 8.37e-05
"ENSMUSG00000026085" "chr1-2022" "chr1" 38016707 38016891 2.15 6e-05
"ENSMUSG00000026090" "chr1-5883" "chr1" 37784785 37784983 2.87 3.34e-05
"ENSMUSG00000026100" "chr1-5925" "chr1" 53118703 53118901 3.56 3.89e-07
"ENSMUSG00000026100" "chr1-6675" "chr1" 53117494 53117692 4.07 4.89e-06
"ENSMUSG00000026109" "chr1-3644" "chr1" 51132943 51133141 2.59 4.69e-05
"ENSMUSG00000026109" "chr1-6659" "chr1" 51200865 51201063 4.07 4.89e-06
"ENSMUSG00000026116" "chr1-1381" "chr1" 36917352 36917550 2.04 4.48e-07
"ENSMUSG00000026116" "chr1-2556" "chr1" 36887809 36888007 2.16 6.01e-05
"ENSMUSG00000026116" "chr1-5514" "chr1" 36866020 36866204 3.76 3.04e-06
"ENSMUSG00000026131" "chr1-4297" "chr1" 34160080 34160278 4.41 1.82e-08
"ENSMUSG00000026131" "chr1-5225" "chr1" 34195174 34195372 3.19 1.76e-05
"ENSMUSG00000026149" "chr1-5385" "chr1" 82827632 82827830 4.41 1.82e-08
"ENSMUSG00000026158" "chr1-5839" "chr1" 23365937 23366135 3.15 4.53e-06
"ENSMUSG00000026159" "chr1-5385" "chr1" 82827632 82827830 4.41 1.82e-08
"ENSMUSG00000026174" "chr1-3174" "chr1" 74531828 74532026 2.17 9.03e-05
"ENSMUSG00000026175" "chr1-3174" "chr1" 74531828 74532026 2.17 9.03e-05
"ENSMUSG00000026179" "chr1-5357" "chr1" 74389554 74389752 4.31 1.13e-06
"ENSMUSG00000026181" "chr16-1259" "chr16" 16907824 16908022 2.4 2.06e-06
"ENSMUSG00000026211" "chr1-3409" "chr1" 75483849 75484047 2.28 8.94e-05
"ENSMUSG00000026219" "chr1-2953" "chr1" 84779503 84779701 2.46 4.32e-06
"ENSMUSG00000026220" "chr1-5395" "chr1" 84905897 84906095 3.51 1.46e-06
"ENSMUSG00000026238" "chr1-3708" "chr1" 88407015 88407213 2.4 5.58e-05
"ENSMUSG00000026279" "chr1-2608" "chr1" 95628289 95628487 3.51 7.93e-09
"ENSMUSG00000026280" "chr1-2608" "chr1" 95628289 95628487 3.51 7.93e-09
"ENSMUSG00000026288" "chr1-4876" "chr1" 89545552 89545750 2.63 9.4e-05
"ENSMUSG00000026305" "chr1-4452" "chr1" 92995379 92995577 3.56 3.89e-07
"ENSMUSG00000026305" "chr1-6107" "chr1" 92919166 92919364 3.35 5.18e-06
"ENSMUSG00000026311" "chr1-4906" "chr1" 93497613 93497811 2.87 3.34e-05
"ENSMUSG00000026313" "chr1-2329" "chr1" 93979038 93979236 2.45 8.32e-07
"ENSMUSG00000026313" "chr1-5453" "chr1" 94034011 94034209 2.66 6.68e-05
"ENSMUSG00000026319" "chr1-6957" "chr1" 107576366 107576564 3.45 1.99e-05
"ENSMUSG00000026321" "chr1-4485" "chr1" 107804881 107805079 2.66 6.68e-05
"ENSMUSG00000026343" "chr1-5492" "chr1" 127806829 127807027 2.87 4.44e-05
"ENSMUSG00000026344" "chr1-5492" "chr1" 127806829 127807027 2.87 4.44e-05
"ENSMUSG00000026347" "chr1-3421" "chr1" 129396736 129396920 2.55 9.69e-05
"ENSMUSG00000026347" "chr1-4114" "chr1" 129404981 129405165 2.55 9.69e-05
"ENSMUSG00000026361" "chr1-6273" "chr1" 145494004 145494202 3.15 4.53e-06
"ENSMUSG00000026384" "chr1-4492" "chr1" 121732388 121732586 2.59 4.69e-05
"ENSMUSG00000026387" "chr1-3463" "chr1" 121904101 121904299 2.97 7.64e-07
"ENSMUSG00000026399" "chr1-4508" "chr1" 132447230 132447428 3.83 3.91e-07
"ENSMUSG00000026407" "chr1-3242" "chr1" 137957943 137958141 2.61 1.26e-05
"ENSMUSG00000026421" "chr1-3505" "chr1" 137647011 137647209 2.61 1.26e-05
"ENSMUSG00000026421" "chr1-4628" "chr1" 137642776 137642960 3.28 2.32e-06
"ENSMUSG00000026425" "chr1-6188" "chr1" 133231425 133231623 3.19 1.76e-05
"ENSMUSG00000026425" "chr1-3748" "chr1" 133390118 133390316 2.59 4.69e-05
"ENSMUSG00000026425" "chr1-4085" "chr1" 133389048 133389246 2.87 3.34e-05
"ENSMUSG00000026425" "chr1-4960" "chr1" 133360480 133360678 6.71 8.31e-11
"ENSMUSG00000026425" "chr1-7020" "chr1" 133370477 133370675 3.19 1.76e-05
"ENSMUSG00000026426" "chr1-5566" "chr1" 137049878 137050076 3.51 1.46e-06
"ENSMUSG00000026437" "chr1-7023" "chr1" 134008062 134008260 3.15 4.53e-06
"ENSMUSG00000026442" "chr1-2214" "chr1" 134656440 134656638 2.51 3.28e-07
"ENSMUSG00000026442" "chr1-3481" "chr1" 134602135 134602333 3.11 3.73e-06
"ENSMUSG00000026442" "chr1-4522" "chr1" 134477279 134477477 3.28 4.53e-06
"ENSMUSG00000026442" "chr1-4971" "chr1" 134565569 134565767 2.75 3.34e-05
"ENSMUSG00000026442" "chr1-7043" "chr1" 134607668 134607866 2.87 4.44e-05
"ENSMUSG00000026442" "chr1-4974" "chr1" 134620974 134621172 3.01 1.45e-05
"ENSMUSG00000026443" "chr1-7046" "chr1" 134740527 134740725 4.31 1.13e-06
"ENSMUSG00000026447" "chr1-2341" "chr1" 134969339 134969537 2.07 3.82e-05
"ENSMUSG00000026452" "chr1-6234" "chr1" 136567984 136568182 4.02 3.45e-07
"ENSMUSG00000026463" "chr1-2015" "chr1" 135792525 135792723 2.75 2.34e-08
"ENSMUSG00000026469" "chr1-2366" "chr1" 157153030 157153228 2.14 4e-05
"ENSMUSG00000026473" "chr1-7146" "chr1" 155759264 155759462 4.02 3.45e-07
"ENSMUSG00000026475" "chr1-2819" "chr1" 155583105 155583303 2.95 1.38e-08
"ENSMUSG00000026475" "chr1-3039" "chr1" 155588110 155588308 3.03 1.72e-08
"ENSMUSG00000026482" "chr1-3516" "chr1" 154489273 154489471 3.07 2.51e-07
"ENSMUSG00000026482" "chr1-3184" "chr1" 154424084 154424268 2.44 2.71e-05
