"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p"
"ENSMUSG00000022463" "chr15-3513" "chr15" 82008826 82009018 2.64 6.68e-05
"ENSMUSG00000022468" "chr15-3585" "chr15" 97571068 97571260 2.43 8.21e-05
"ENSMUSG00000022469" "chr15-3585" "chr15" 97571068 97571260 2.43 8.21e-05
"ENSMUSG00000022476" "chr15-921" "chr15" 81766672 81766864 2.13 1.42e-08
"ENSMUSG00000022477" "chr15-921" "chr15" 81766672 81766864 2.13 1.42e-08
"ENSMUSG00000022477" "chr15-4233" "chr15" 81725828 81726020 2.64 6.68e-05
"ENSMUSG00000022490" "chr15-2416" "chr15" 103361571 103361763 2.9 4.08e-08
"ENSMUSG00000022512" "chr16-1208" "chr16" 26447992 26448196 2.02 4.35e-05
"ENSMUSG00000022512" "chr16-1839" "chr16" 26309954 26310158 2.94 1.62e-07
"ENSMUSG00000022523" "chr16-1210" "chr16" 28132155 28132359 2.22 1.91e-06
"ENSMUSG00000022526" "chr15-4611" "chr15" 76661226 76661430 2.48 2.79e-05
"ENSMUSG00000022545" "chr16-1400" "chr16" 13205184 13205388 2.07 2.06e-05
"ENSMUSG00000022548" "chr16-2983" "chr16" 31301054 31301246 2.64 6.68e-05
"ENSMUSG00000022548" "chr16-2598" "chr16" 31292267 31292471 2.63 1.51e-05
"ENSMUSG00000022565" "chr15-1248" "chr15" 76038070 76038274 2.23 1.67e-07
"ENSMUSG00000022577" "chr15-1523" "chr15" 75419488 75419692 5.43 3.29e-18
"ENSMUSG00000022577" "chr15-2548" "chr15" 75382829 75383033 2.78 3.62e-07
"ENSMUSG00000022579" "chr15-1523" "chr15" 75419488 75419692 5.43 3.29e-18
"ENSMUSG00000022591" "chr1-2597" "chr1" 82153274 82153478 2.15 5.02e-05
"ENSMUSG00000022595" "chr15-5744" "chr15" 74554257 74554449 3.47 5.18e-06
"ENSMUSG00000022665" "chr16-4328" "chr16" 44999095 44999299 3.23 6.19e-05
"ENSMUSG00000022676" "chr16-3161" "chr16" 14712517 14712721 2.9 9.81e-06
"ENSMUSG00000022687" "chr16-4324" "chr16" 44547190 44547394 3.2 1.55e-05
"ENSMUSG00000022705" "chr16-2752" "chr16" 43709661 43709853 3.11 1.45e-05
"ENSMUSG00000022708" "chr16-3774" "chr16" 43501174 43501378 2.52 4.04e-05
"ENSMUSG00000022756" "chr16-3555" "chr16" 17604611 17604815 3.43 1.76e-05
"ENSMUSG00000022758" "chr16-3555" "chr16" 17604611 17604815 3.43 1.76e-05
"ENSMUSG00000022780" "chr16-1250" "chr16" 31894945 31895137 2.13 1.19e-05
"ENSMUSG00000022791" "chr16-3325" "chr16" 32688458 32688650 2.64 6.68e-05
"ENSMUSG00000022793" "chr16-2453" "chr16" 38763440 38763632 2.58 4.69e-05
"ENSMUSG00000022807" "chr16-3241" "chr16" 33151977 33152181 3.16 9.92e-07
"ENSMUSG00000022816" "chr16-345" "chr16" 37777186 37777378 2 4.05e-11
"ENSMUSG00000022817" "chr16-3008" "chr16" 33932106 33932298 3.34 3.55e-07
"ENSMUSG00000022821" "chr16-1523" "chr16" 37610696 37610900 2.45 3.54e-06
"ENSMUSG00000022828" "chr16-2443" "chr16" 37532113 37532305 3.34 3.55e-07
"ENSMUSG00000022829" "chr16-2927" "chr16" 37127422 37127626 2.39 7.06e-05
"ENSMUSG00000022836" "chr16-1871" "chr16" 35000568 35000760 2.21 1.8e-05
"ENSMUSG00000022836" "chr16-2015" "chr16" 34985367 34985571 2.75 1.4e-06
"ENSMUSG00000022840" "chr16-688" "chr16" 35164352 35164544 2.33 1.68e-09
"ENSMUSG00000022840" "chr16-915" "chr16" 35232591 35232783 2.25 4.87e-07
"ENSMUSG00000022840" "chr16-1079" "chr16" 35110762 35110954 2.54 3.28e-07
"ENSMUSG00000022840" "chr16-1424" "chr16" 35216815 35217007 2.48 4.32e-06
"ENSMUSG00000022840" "chr16-1745" "chr16" 35221699 35221891 2.97 5.23e-08
"ENSMUSG00000022840" "chr16-1873" "chr16" 35163371 35163563 2.48 2.26e-05
"ENSMUSG00000022840" "chr16-3028" "chr16" 35270388 35270580 3.25 4.53e-06
"ENSMUSG00000022876" "chr16-3373" "chr16" 75831436 75831640 4.44 1.54e-08
"ENSMUSG00000022876" "chr16-2231" "chr16" 76054341 76054545 2.8 7.38e-06
"ENSMUSG00000022876" "chr16-3374" "chr16" 76079704 76079908 4.24 6.94e-08
"ENSMUSG00000022883" "chr16-2447" "chr16" 72800454 72800658 2.93 6.34e-07
"ENSMUSG00000022885" "chr16-1725" "chr16" 23253555 23253747 2.26 5.99e-05
"ENSMUSG00000022885" "chr16-2948" "chr16" 23235903 23236095 3.68 1.07e-07
"ENSMUSG00000022885" "chr16-1707" "chr16" 23361483 23361687 2.25 7.61e-05
"ENSMUSG00000022892" "chr16-1280" "chr16" 85021991 85022183 2.54 3.28e-07
"ENSMUSG00000022892" "chr16-1462" "chr16" 84916660 84916864 2.49 1.8e-07
"ENSMUSG00000022895" "chr16-1478" "chr16" 95987734 95987938 2.02 6.62e-05
"ENSMUSG00000022897" "chr16-1791" "chr16" 94870319 94870523 2.25 7.61e-05
"ENSMUSG00000022898" "chr16-3444" "chr16" 94693130 94693334 3.17 3.9e-06
"ENSMUSG00000022900" "chr16-1623" "chr16" 36693978 36694170 2.39 5.58e-05
"ENSMUSG00000022901" "chr16-1623" "chr16" 36693978 36694170 2.39 5.58e-05
"ENSMUSG00000022935" "chr16-3484" "chr16" 88094914 88095106 2.75 2.45e-05
"ENSMUSG00000022935" "chr16-2460" "chr16" 88174710 88174914 3.41 8.61e-08
"ENSMUSG00000022940" "chr16-3532" "chr16" 94617177 94617369 4.7 2.48e-07
"ENSMUSG00000022946" "chr16-1658" "chr16" 93761607 93761811 4.16 2.51e-11
"ENSMUSG00000022951" "chr16-2739" "chr16" 92383064 92383268 2.73 5.43e-06
"ENSMUSG00000022951" "chr16-3051" "chr16" 92451380 92451584 2.52 4.04e-05
"ENSMUSG00000022956" "chr16-1787" "chr16" 91978569 91978773 2.48 2.79e-05
"ENSMUSG00000022956" "chr16-3965" "chr16" 91916895 91917087 3.96 1.99e-05
"ENSMUSG00000022957" "chr16-3965" "chr16" 91916895 91917087 3.96 1.99e-05
"ENSMUSG00000022978" "chr16-3031" "chr16" 90673665 90673869 3.84 1.22e-06
"ENSMUSG00000022982" "chr16-3503" "chr16" 90150012 90150204 2.72 9.4e-05
"ENSMUSG00000023000" "chr15-2583" "chr15" 98726241 98726433 2.29 1.17e-05
"ENSMUSG00000023008" "chr15-3596" "chr15" 99149136 99149328 2.67 1.77e-05
"ENSMUSG00000023009" "chr15-2586" "chr15" 99242552 99242744 2.41 1.07e-05
"ENSMUSG00000023010" "chr15-2586" "chr15" 99242552 99242744 2.41 1.07e-05
"ENSMUSG00000023011" "chr15-6043" "chr15" 99341781 99341973 4.46 1.13e-06
"ENSMUSG00000023015" "chr15-4787" "chr15" 99496345 99496537 3.25 4.53e-06
"ENSMUSG00000023017" "chr15-4787" "chr15" 99496345 99496537 3.25 4.53e-06
"ENSMUSG00000023026" "chr15-5316" "chr15" 99942730 99942934 2.78 2.91e-05
"ENSMUSG00000023034" "chr15-1895" "chr15" 101063388 101063580 2.16 2.44e-06
"ENSMUSG00000023034" "chr15-2822" "chr15" 101064661 101064865 2.24 5.05e-05
"ENSMUSG00000023036" "chr18-2242" "chr18" 37996980 37997184 2.44 1.91e-05
"ENSMUSG00000023039" "chr15-2825" "chr15" 101205170 101205374 2.75 1.4e-06
"ENSMUSG00000023050" "chr15-2410" "chr15" 102324172 102324364 3.06 6.56e-08
"ENSMUSG00000023055" "chr15-5392" "chr15" 102613533 102613725 7.26 1.18e-11
"ENSMUSG00000023055" "chr15-2478" "chr15" 102606993 102607197 2.07 3.13e-05
"ENSMUSG00000023055" "chr15-2831" "chr15" 102580234 102580438 4.29 5.79e-12
"ENSMUSG00000023106" "chr5-6593" "chr5" 124362351 124362543 3.96 1.4e-06
"ENSMUSG00000023143" "chr16-1128" "chr16" 5189451 5189655 2.23 2.86e-06
"ENSMUSG00000023169" "chr15-2001" "chr15" 96357770 96357962 2.26 5.34e-06
"ENSMUSG00000023169" "chr15-3005" "chr15" 96356718 96356910 8.25 2.57e-14
"ENSMUSG00000023345" "chr9-7367" "chr9" 106151849 106152041 3.76 5.42e-06
"ENSMUSG00000023452" "chr5-5072" "chr5" 33079178 33079370 3.47 5.18e-06
"ENSMUSG00000023577" "chr9-5266" "chr9" 106442709 106442913 2.48 2.79e-05
"ENSMUSG00000023781" "chr11-8239" "chr11" 68924905 68925109 3.03 1.26e-05
"ENSMUSG00000023802" "chr17-2207" "chr17" 3570718 3570910 2.55 1.7e-06
"ENSMUSG00000023826" "chr17-2720" "chr17" 12055843 12056035 2.48 2.26e-05
"ENSMUSG00000023826" "chr17-2858" "chr17" 11834518 11834722 2.39 7.06e-05
"ENSMUSG00000023826" "chr17-3680" "chr17" 11914775 11914979 2.58 5.81e-05
"ENSMUSG00000023826" "chr17-4488" "chr17" 11843787 11843991 4.24 6.94e-08
"ENSMUSG00000023827" "chr17-1236" "chr17" 12361107 12361299 2.39 7.41e-09
"ENSMUSG00000023827" "chr17-3161" "chr17" 12417936 12418128 2.85 3.34e-05
"ENSMUSG00000023868" "chr17-2223" "chr17" 8998155 8998347 6.34 4.52e-15
"ENSMUSG00000023868" "chr17-3737" "chr17" 8997195 8997387 2.43 8.21e-05
"ENSMUSG00000023868" "chr17-4105" "chr17" 8923624 8923816 3.47 5.18e-06
"ENSMUSG00000023868" "chr17-3655" "chr17" 8776836 8777040 5.05 8.73e-09
"ENSMUSG00000023912" "chr17-3545" "chr17" 43787567 43787759 2.39 5.58e-05
"ENSMUSG00000023913" "chr17-2022" "chr17" 43710727 43710919 2.23 2.69e-05
"ENSMUSG00000023913" "chr17-3783" "chr17" 43704211 43704415 2.78 2.91e-05
"ENSMUSG00000023914" "chr17-3783" "chr17" 43704211 43704415 2.78 2.91e-05
"ENSMUSG00000023923" "chr17-2450" "chr17" 51343654 51343846 2.76 8.79e-08
"ENSMUSG00000023923" "chr17-3281" "chr17" 50892791 50892983 2.77 6.42e-06
"ENSMUSG00000023965" "chr17-2376" "chr17" 63420651 63420855 2.66 3.92e-06
"ENSMUSG00000023972" "chr17-4659" "chr17" 46729103 46729307 2.65 8.25e-05
"ENSMUSG00000023990" "chr17-2160" "chr17" 47904022 47904214 2.23 2.69e-05
"ENSMUSG00000023990" "chr17-2803" "chr17" 47897718 47897910 3.17 7.98e-08
"ENSMUSG00000023990" "chr17-3019" "chr17" 47885768 47885960 3.74 5.95e-10
"ENSMUSG00000023992" "chr17-1702" "chr17" 48486339 48486531 2.42 4e-07
"ENSMUSG00000023999" "chr17-4288" "chr17" 49765568 49765760 2.64 6.68e-05
"ENSMUSG00000023999" "chr17-5330" "chr17" 49960207 49960399 4.46 1.13e-06
"ENSMUSG00000024002" "chr17-2599" "chr17" 32339493 32339685 2.48 2.26e-05
"ENSMUSG00000024008" "chr17-2130" "chr17" 29334883 29335075 2.25 4.02e-05
"ENSMUSG00000024008" "chr17-2750" "chr17" 29320399 29320591 2.56 8.87e-06
"ENSMUSG00000024008" "chr17-3212" "chr17" 29319655 29319847 3.54 3.89e-07
"ENSMUSG00000024008" "chr17-3424" "chr17" 29322083 29322287 2.65 8.25e-05
"ENSMUSG00000024030" "chr17-2593" "chr17" 31212655 31212847 2.52 3.27e-05
"ENSMUSG00000024030" "chr17-5232" "chr17" 31240129 31240321 3.96 1.4e-06
"ENSMUSG00000024036" "chr17-1829" "chr17" 31486930 31487134 2.83 6.35e-09
"ENSMUSG00000024036" "chr17-4145" "chr17" 31446294 31446498 2.8 7.38e-06
"ENSMUSG00000024038" "chr17-4149" "chr17" 31680729 31680933 2.8 7.38e-06
"ENSMUSG00000024044" "chr17-1715" "chr17" 69610744 69610936 2.15 2.67e-05
"ENSMUSG00000024044" "chr17-1914" "chr17" 69613512 69613704 2.03 5.32e-05
"ENSMUSG00000024050" "chr17-4156" "chr17" 32497121 32497325 3.17 3.9e-06
"ENSMUSG00000024070" "chr17-1217" "chr17" 79393812 79394004 2.02 1.38e-06
"ENSMUSG00000024074" "chr17-4895" "chr17" 78759744 78759936 3.57 1.99e-05
"ENSMUSG00000024076" "chr17-1776" "chr17" 78986920 78987124 3.32 8.28e-12
"ENSMUSG00000024084" "chr17-3558" "chr17" 79468466 79468670 3.03 8.08e-07
"ENSMUSG00000024095" "chr17-1925" "chr17" 80347525 80347717 2.29 1.56e-06
"ENSMUSG00000024107" "chr17-2005" "chr17" 89186456 89186660 2.02 2.86e-05
"ENSMUSG00000024107" "chr17-3059" "chr17" 89161097 89161301 2.57 1.06e-05
"ENSMUSG00000024109" "chr17-3384" "chr17" 91485115 91485307 3.08 9.64e-07
"ENSMUSG00000024109" "chr17-5570" "chr17" 91052767 91052959 2.97 4.44e-05
"ENSMUSG00000024109" "chr17-1439" "chr17" 90378878 90379082 2.12 9.54e-06
"ENSMUSG00000024109" "chr17-1377" "chr17" 90789798 90790002 2.09 5.33e-07
"ENSMUSG00000024109" "chr17-1890" "chr17" 90494997 90495201 3.11 4.32e-09
"ENSMUSG00000024109" "chr17-2432" "chr17" 91399095 91399299 2.18 6.5e-06
"ENSMUSG00000024109" "chr17-3066" "chr17" 91199358 91199562 3.53 4.75e-10
"ENSMUSG00000024109" "chr17-3616" "chr17" 90491625 90491829 2.78 2.91e-05
"ENSMUSG00000024109" "chr17-3949" "chr17" 90899991 90900195 2.65 8.25e-05
"ENSMUSG00000024112" "chr17-1677" "chr17" 25569037 25569229 2.54 3.28e-07
"ENSMUSG00000024120" "chr17-2333" "chr17" 85108381 85108573 2.48 4.32e-06
"ENSMUSG00000024120" "chr17-4934" "chr17" 85289965 85290157 3.47 5.18e-06
"ENSMUSG00000024134" "chr17-1550" "chr17" 86176072 86176276 2.16 1.9e-06
"ENSMUSG00000024143" "chr17-3047" "chr17" 87366680 87366884 2.15 7.61e-05
"ENSMUSG00000024143" "chr17-3319" "chr17" 87385715 87385919 3.46 3.29e-07
"ENSMUSG00000024168" "chr17-3452" "chr17" 25219905 25220097 3.68 1.07e-07
"ENSMUSG00000024169" "chr17-3452" "chr17" 25219905 25220097 3.68 1.07e-07
"ENSMUSG00000024190" "chr17-1990" "chr17" 26667513 26667705 2.62 6.49e-07
"ENSMUSG00000024201" "chr17-4306" "chr17" 56477093 56477285 3.96 1.4e-06
"ENSMUSG00000024212" "chr17-2554" "chr17" 57034973 57035177 3.7 4.71e-10
"ENSMUSG00000024219" "chr17-4654" "chr17" 28148502 28148694 3.47 5.18e-06
"ENSMUSG00000024219" "chr17-3815" "chr17" 28171400 28171592 2.64 6.68e-05
"ENSMUSG00000024219" "chr17-3733" "chr17" 28148883 28149087 2.69 2.11e-05
"ENSMUSG00000024232" "chr18-1851" "chr18" 3567346 3567550 2.15 5.02e-05
"ENSMUSG00000024236" "chr18-2034" "chr18" 5154512 5154704 3.22 1.17e-06
"ENSMUSG00000024236" "chr18-3798" "chr18" 5002804 5002996 4.56 1.82e-08
"ENSMUSG00000024236" "chr18-1419" "chr18" 5141139 5141343 2.07 2.06e-05
"ENSMUSG00000024240" "chr18-2037" "chr18" 6472048 6472240 2.51 6.21e-06
"ENSMUSG00000024242" "chr17-3890" "chr17" 81118633 81118837 3.17 3.9e-06
"ENSMUSG00000024242" "chr17-4817" "chr17" 80979447 80979651 3.03 5.05e-05
"ENSMUSG00000024268" "chr18-2425" "chr18" 25896155 25896347 2.52 3.27e-05
"ENSMUSG00000024268" "chr18-891" "chr18" 25686383 25686587 2.09 1.56e-07
"ENSMUSG00000024268" "chr18-2208" "chr18" 25762041 25762245 2.33 3.2e-05
"ENSMUSG00000024268" "chr18-2625" "chr18" 25895617 25895821 2.44 1.91e-05
"ENSMUSG00000024286" "chr18-2858" "chr18" 9377686 9377878 3.8 3.91e-07
"ENSMUSG00000024302" "chr18-1535" "chr18" 23657946 23658138 2.31 1.74e-05
"ENSMUSG00000024350" "chr18-1370" "chr18" 35833910 35834102 2.09 3.82e-05
"ENSMUSG00000024357" "chr18-854" "chr18" 35469241 35469445 2.36 9.93e-08
"ENSMUSG00000024360" "chr18-2247" "chr18" 35043109 35043301 2.67 1.77e-05
"ENSMUSG00000024365" "chr17-1270" "chr17" 34915994 34916198 2.06 3.91e-06
"ENSMUSG00000024381" "chr18-1368" "chr18" 32519178 32519370 2.64 1.75e-07
"ENSMUSG00000024395" "chr18-1173" "chr18" 32098981 32099173 2.83 3.12e-08
"ENSMUSG00000024411" "chr18-1531" "chr18" 15563469 15563661 2.14 1.78e-05
"ENSMUSG00000024462" "chr17-1695" "chr17" 37160519 37160711 2.09 3.82e-05
"ENSMUSG00000024500" "chr18-4483" "chr18" 42760532 42760736 3.84 1.22e-06
"ENSMUSG00000024502" "chr18-4487" "chr18" 43714488 43714680 3.96 1.4e-06
"ENSMUSG00000024502" "chr18-1912" "chr18" 43653746 43653950 2.02 6.62e-05
"ENSMUSG00000024510" "chr18-2273" "chr18" 52404151 52404355 4.38 1.11e-09
"ENSMUSG00000024515" "chr18-3716" "chr18" 73861619 73861811 3.57 1.99e-05
"ENSMUSG00000024516" "chr18-4123" "chr18" 65969080 65969272 3.37 6.9e-05
"ENSMUSG00000024516" "chr18-2993" "chr18" 66013774 66013978 2.78 2.91e-05
"ENSMUSG00000024517" "chr18-2993" "chr18" 66013774 66013978 2.78 2.91e-05
"ENSMUSG00000024524" "chr18-997" "chr18" 67324892 67325084 2.02 3.1e-06
"ENSMUSG00000024524" "chr18-4128" "chr18" 67415112 67415304 2.64 6.68e-05
"ENSMUSG00000024525" "chr18-4128" "chr18" 67415112 67415304 2.64 6.68e-05
"ENSMUSG00000024526" "chr18-1259" "chr18" 67503515 67503707 2.18 5.43e-06
"ENSMUSG00000024530" "chr18-1718" "chr18" 67629355 67629547 2.17 6.01e-05
"ENSMUSG00000024542" "chr18-1200" "chr18" 67959766 67959958 2.6 1.26e-07
"ENSMUSG00000024544" "chr18-1401" "chr18" 68219279 68219483 2.38 1.13e-06
"ENSMUSG00000024544" "chr18-3658" "chr18" 68120159 68120363 2.78 2.91e-05
"ENSMUSG00000024548" "chr18-3353" "chr18" 78999461 78999665 3.53 1.26e-06
"ENSMUSG00000024563" "chr18-2769" "chr18" 76310569 76310773 2.94 1.62e-07
"ENSMUSG00000024566" "chr18-1417" "chr18" 81054280 81054484 2.15 5.02e-05
"ENSMUSG00000024589" "chr18-1600" "chr18" 65200934 65201126 2.03 5.32e-05
"ENSMUSG00000024589" "chr18-4115" "chr18" 65348385 65348577 3.57 1.99e-05
"ENSMUSG00000024589" "chr18-1942" "chr18" 65251954 65252158 2.6 5.23e-07
"ENSMUSG00000024589" "chr18-4631" "chr18" 65009618 65009822 2.65 8.25e-05
"ENSMUSG00000024593" "chr18-1588" "chr18" 57294550 57294742 2.1 8.66e-05
"ENSMUSG00000024593" "chr18-2995" "chr18" 57301617 57301809 2.58 4.69e-05
"ENSMUSG00000024593" "chr18-4566" "chr18" 57313412 57313604 4.46 1.13e-06
"ENSMUSG00000024597" "chr18-1968" "chr18" 58039628 58039820 2.33 2.57e-05
"ENSMUSG00000024597" "chr18-2498" "chr18" 57987176 57987368 2.36 3.79e-05
"ENSMUSG00000024604" "chr18-2287" "chr18" 60729933 60730137 2.15 7.61e-05
"ENSMUSG00000024604" "chr18-4053" "chr18" 60734853 60735057 3.84 1.22e-06
"ENSMUSG00000024610" "chr18-1006" "chr18" 60943191 60943395 2.43 1.13e-08
"ENSMUSG00000024610" "chr18-1669" "chr18" 60940980 60941184 2.74 6.95e-08
"ENSMUSG00000024613" "chr18-1927" "chr18" 61016832 61017036 2.38 8.84e-06
"ENSMUSG00000024617" "chr18-1975" "chr18" 61091706 61091898 2.16 4e-05
"ENSMUSG00000024620" "chr18-2523" "chr18" 61227607 61227799 3.19 3.05e-07
"ENSMUSG00000024639" "chr19-2001" "chr19" 16325149 16325341 2.52 3.27e-05
"ENSMUSG00000024642" "chr19-1875" "chr19" 14576819 14577011 2.52 3.27e-05
"ENSMUSG00000024642" "chr19-2587" "chr19" 14579908 14580100 3.4 1.35e-06
"ENSMUSG00000024663" "chr19-1756" "chr19" 10097609 10097801 2.25 4.02e-05
"ENSMUSG00000024670" "chr19-994" "chr19" 10880851 10881055 2.07 1.36e-05
"ENSMUSG00000024713" "chr19-2565" "chr19" 17526370 17526574 2.92 2.49e-06
"ENSMUSG00000024743" "chr19-3369" "chr19" 10487425 10487629 2.88 3.9e-05
"ENSMUSG00000024754" "chr19-1750" "chr19" 21812363 21812567 2.48 2.79e-05
"ENSMUSG00000024764" "chr19-1853" "chr19" 7316703 7316907 2.78 3.62e-07
"ENSMUSG00000024776" "chr19-1904" "chr19" 34308462 34308666 2.52 7.42e-06
"ENSMUSG00000024797" "chr19-1383" "chr19" 6068053 6068245 2.38 7.3e-06
"ENSMUSG00000024798" "chr19-2631" "chr19" 35987251 35987455 3.53 1.26e-06
"ENSMUSG00000024799" "chr19-1383" "chr19" 6068053 6068245 2.38 7.3e-06
"ENSMUSG00000024805" "chr19-1461" "chr19" 36368249 36368453 3.93 3.09e-11
"ENSMUSG00000024810" "chr19-3199" "chr19" 29992564 29992756 3.96 1.99e-05
"ENSMUSG00000024867" "chr19-1181" "chr19" 24464944 24465148 2.34 5.19e-07
"ENSMUSG00000024867" "chr19-1886" "chr19" 24476434 24476638 3.48 6.4e-09
"ENSMUSG00000024867" "chr19-2035" "chr19" 24492123 24492327 2.25 7.61e-05
"ENSMUSG00000024896" "chr19-3518" "chr19" 32567260 32567464 3.37 4.51e-06
"ENSMUSG00000024921" "chr19-974" "chr19" 26806025 26806217 2.29 1.56e-06
"ENSMUSG00000024921" "chr19-2209" "chr19" 26683488 26683692 3.46 3.29e-07
"ENSMUSG00000024924" "chr19-2403" "chr19" 27299963 27300155 2.29 8.94e-05
"ENSMUSG00000024935" "chr19-1048" "chr19" 28962306 28962498 2.76 8.79e-08
"ENSMUSG00000024935" "chr19-1550" "chr19" 28961264 28961456 2.88 5.9e-07
"ENSMUSG00000024935" "chr19-1662" "chr19" 28978405 28978597 2.56 8.87e-06
"ENSMUSG00000024943" "chr19-2862" "chr19" 23297305 23297497 3.37 6.9e-05
"ENSMUSG00000024978" "chr19-1030" "chr19" 55218136 55218328 2.28 1.06e-06
"ENSMUSG00000024978" "chr19-1717" "chr19" 55201297 55201489 2.09 5.75e-05
"ENSMUSG00000024979" "chr19-1030" "chr19" 55218136 55218328 2.28 1.06e-06
"ENSMUSG00000025006" "chr19-1176" "chr19" 40582246 40582438 2.69 2.42e-07
"ENSMUSG00000025006" "chr19-608" "chr19" 40373795 40373999 2.08 2.02e-08
"ENSMUSG00000025006" "chr19-1005" "chr19" 40440402 40440606 2.06 5.92e-06
"ENSMUSG00000025006" "chr19-2240" "chr19" 40364360 40364564 3.16 9.92e-07
"ENSMUSG00000025010" "chr19-3180" "chr19" 40823901 40824105 5.05 8.73e-09
"ENSMUSG00000025020" "chr19-779" "chr19" 41772965 41773169 2.32 4.08e-09
"ENSMUSG00000025020" "chr19-2911" "chr19" 41766094 41766298 2.48 2.79e-05
"ENSMUSG00000025025" "chr19-1819" "chr19" 53444088 53444292 2.94 1.62e-07
"ENSMUSG00000025041" "chr19-2716" "chr19" 47007285 47007477 3.11 1.45e-05
"ENSMUSG00000025041" "chr19-2487" "chr19" 47031513 47031705 2.72 9.4e-05
"ENSMUSG00000025041" "chr19-2273" "chr19" 47061989 47062193 2.8 7.38e-06
"ENSMUSG00000025049" "chr19-1117" "chr19" 47141875 47142067 2.08 2.54e-05
"ENSMUSG00000025060" "chr19-1591" "chr19" 47699828 47700020 2.21 1.8e-05
"ENSMUSG00000025078" "chr19-1833" "chr19" 56722668 56722860 2.33 2.57e-05
"ENSMUSG00000025083" "chr19-2107" "chr19" 57077886 57078078 2.79 1.69e-06
"ENSMUSG00000025083" "chr19-3016" "chr19" 57065052 57065244 2.43 8.21e-05
"ENSMUSG00000025085" "chr19-1835" "chr19" 57212821 57213013 2.7 4.68e-06
"ENSMUSG00000025086" "chr19-1344" "chr19" 57621331 57621535 2.24 4.29e-06
"ENSMUSG00000025089" "chr19-1439" "chr19" 58528135 58528327 2.16 4e-05
"ENSMUSG00000025103" "chr7-2728" "chr7" 88999267 88999471 2.58 1.87e-08
"ENSMUSG00000025189" "chr19-1097" "chr19" 43528501 43528705 2.84 1.66e-09
"ENSMUSG00000025201" "chr2-8196" "chr2" 52506626 52506818 2.85 3.34e-05
"ENSMUSG00000025213" "chr19-1356" "chr19" 45151437 45151629 2.76 8.79e-08
"ENSMUSG00000025216" "chr19-1582" "chr19" 45368132 45368324 2.26 5.34e-06
"ENSMUSG00000025217" "chr19-1582" "chr19" 45368132 45368324 2.26 5.34e-06
"ENSMUSG00000025217" "chr19-3282" "chr19" 45560866 45561058 3.96 1.4e-06
"ENSMUSG00000025231" "chr19-2267" "chr19" 46551051 46551255 2.9 9.81e-06
"ENSMUSG00000025239" "chr9-1527" "chr9" 123419648 123419852 2.06 7.51e-07
"ENSMUSG00000025239" "chr9-6641" "chr9" 123397858 123398062 3.03 1.26e-05
"ENSMUSG00000025240" "chr9-5442" "chr9" 123448070 123448262 4.13 2.48e-08
"ENSMUSG00000025246" "chrX-1476" "chrX" 74845732 74845924 3.14 5.69e-05
"ENSMUSG00000025255" "chr3-2610" "chr3" 5389645 5389837 2.52 3.27e-05
"ENSMUSG00000025277" "chr14-4340" "chr14" 8843102 8843294 4.46 1.13e-06
"ENSMUSG00000025278" "chr14-3197" "chr14" 8652049 8652241 2.75 2.45e-05
"ENSMUSG00000025280" "chr14-3937" "chr14" 25188751 25188943 3.14 5.69e-05
"ENSMUSG00000025280" "chr14-2166" "chr14" 25217327 25217531 2.21 2.23e-05
"ENSMUSG00000025290" "chr14-1860" "chr14" 25345733 25345925 2.69 2.42e-07
"ENSMUSG00000025314" "chr2-6223" "chr2" 90321613 90321805 2.58 4.69e-05
"ENSMUSG00000025314" "chr2-9298" "chr2" 90370538 90370730 2.97 4.44e-05
"ENSMUSG00000025316" "chr8-3257" "chr8" 124546528 124546720 2.52 3.27e-05
"ENSMUSG00000025316" "chr8-2514" "chr8" 124539685 124539889 2.56 1.97e-06
"ENSMUSG00000025318" "chr8-5546" "chr8" 124296162 124296354 2.67 1.77e-05
"ENSMUSG00000025324" "chr7-3829" "chr7" 65914666 65914858 2.44 1.56e-05
"ENSMUSG00000025324" "chr7-1829" "chr7" 66044483 66044687 2.02 1.04e-06
"ENSMUSG00000025348" "chr10-5651" "chr10" 128365016 128365220 2.78 2.91e-05
"ENSMUSG00000025350" "chr10-6492" "chr10" 128349890 128350082 4.46 1.13e-06
"ENSMUSG00000025350" "chr10-5651" "chr10" 128365016 128365220 2.78 2.91e-05
"ENSMUSG00000025351" "chr10-6492" "chr10" 128349890 128350082 4.46 1.13e-06
"ENSMUSG00000025372" "chr11-8886" "chr11" 119855777 119855969 2.72 9.4e-05
"ENSMUSG00000025372" "chr11-8884" "chr11" 119839481 119839673 4.16 3.45e-07
"ENSMUSG00000025421" "chr18-3374" "chr18" 77209449 77209641 3.25 4.53e-06
"ENSMUSG00000025425" "chr18-1602" "chr18" 77465677 77465881 3.93 3.09e-11
"ENSMUSG00000025425" "chr18-2553" "chr18" 77431199 77431403 3.03 8.08e-07
"ENSMUSG00000025429" "chr18-4768" "chr18" 78067099 78067303 4.04 2.98e-07
"ENSMUSG00000025475" "chr7-5619" "chr7" 147070089 147070281 3.1 3.73e-06
"ENSMUSG00000025475" "chr7-5060" "chr7" 147054540 147054744 2.48 2.79e-05
"ENSMUSG00000025477" "chr7-4035" "chr7" 146758389 146758581 2.26 5.99e-05
