"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p"
"ENSMUSG00000024120" "chr17-6001" "chr17" 85244735 85244911 2.41 5.96e-05
"ENSMUSG00000024140" "chr17-2664" "chr17" 87309587 87309759 2.24 5.99e-05
"ENSMUSG00000024140" "chr17-4434" "chr17" 87221949 87222121 2.37 5.58e-05
"ENSMUSG00000024168" "chr17-2944" "chr17" 25215552 25215724 3.33 7.37e-09
"ENSMUSG00000024169" "chr17-2944" "chr17" 25215552 25215724 3.33 7.37e-09
"ENSMUSG00000024190" "chr17-4154" "chr17" 26588889 26589061 2.94 1.14e-05
"ENSMUSG00000024201" "chr17-3043" "chr17" 56483728 56483904 2.72 8.17e-07
"ENSMUSG00000024201" "chr17-1906" "chr17" 56469668 56469840 2.27 1.56e-06
"ENSMUSG00000024201" "chr17-4784" "chr17" 56477317 56477489 2.37 5.58e-05
"ENSMUSG00000024201" "chr17-4785" "chr17" 56486235 56486407 2.94 4.44e-05
"ENSMUSG00000024206" "chr17-2533" "chr17" 56952586 56952762 2.04 3.47e-05
"ENSMUSG00000024213" "chr17-3757" "chr17" 27723304 27723480 2.76 4.49e-06
"ENSMUSG00000024213" "chr17-3476" "chr17" 27743931 27744107 2.6 8.78e-06
"ENSMUSG00000024219" "chr17-1603" "chr17" 28143458 28143634 2.01 1.55e-06
"ENSMUSG00000024219" "chr17-5780" "chr17" 28116346 28116518 3.76 3.91e-07
"ENSMUSG00000024233" "chr18-3754" "chr18" 4121477 4121653 5.78 1.62e-08
"ENSMUSG00000024234" "chr18-3756" "chr18" 4442270 4442446 2.83 6.17e-06
"ENSMUSG00000024238" "chr18-3069" "chr18" 5763573 5763749 3.4 1.79e-08
"ENSMUSG00000024241" "chr17-4399" "chr17" 80859542 80859714 2.65 1.77e-05
"ENSMUSG00000024242" "chr17-5292" "chr17" 81120205 81120381 2.92 3.37e-05
"ENSMUSG00000024256" "chr17-3983" "chr17" 93601813 93601989 2.43 1.06e-05
"ENSMUSG00000024268" "chr18-999" "chr18" 25835118 25835294 2 3.62e-06
"ENSMUSG00000024268" "chr18-2226" "chr18" 25695980 25696156 2.41 7.14e-06
"ENSMUSG00000024268" "chr18-2391" "chr18" 25797931 25798107 3.52 5.02e-09
"ENSMUSG00000024268" "chr18-1709" "chr18" 25681883 25682055 2.12 2.67e-05
"ENSMUSG00000024269" "chr18-1782" "chr18" 25224738 25224914 2.68 2.75e-08
"ENSMUSG00000024269" "chr18-3544" "chr18" 25271443 25271615 2.65 1.77e-05
"ENSMUSG00000024277" "chr18-2901" "chr18" 24019304 24019476 2.74 6.42e-06
"ENSMUSG00000024286" "chr18-1144" "chr18" 9399570 9399746 2.04 9.58e-06
"ENSMUSG00000024304" "chr18-3183" "chr18" 16912096 16912268 2.72 2.45e-05
"ENSMUSG00000024339" "chr17-4207" "chr17" 34355761 34355937 3.06 4.15e-08
"ENSMUSG00000024347" "chr18-1429" "chr18" 36122114 36122286 2.22 3.6e-06
"ENSMUSG00000024357" "chr18-4060" "chr18" 35506928 35507100 2.94 4.44e-05
"ENSMUSG00000024424" "chr18-3165" "chr18" 12824063 12824235 2.94 2.94e-06
"ENSMUSG00000024425" "chr18-2262" "chr18" 38550888 38551064 2.25 2.73e-05
"ENSMUSG00000024427" "chr18-4653" "chr18" 38743834 38744006 2.69 9.4e-05
"ENSMUSG00000024451" "chr18-2869" "chr18" 38157971 38158147 2.48 2.83e-06
"ENSMUSG00000024459" "chr17-4217" "chr17" 37118278 37118454 3.21 3.3e-06
"ENSMUSG00000024472" "chr18-4131" "chr18" 44546966 44547138 2.69 9.4e-05
"ENSMUSG00000024500" "chr18-3302" "chr18" 42823206 42823378 2.69 9.4e-05
"ENSMUSG00000024505" "chr18-1527" "chr18" 49798369 49798541 2.25 7.91e-06
"ENSMUSG00000024511" "chr18-1302" "chr18" 70336266 70336442 2.04 1.47e-05
"ENSMUSG00000024512" "chr18-1302" "chr18" 70336266 70336442 2.04 1.47e-05
"ENSMUSG00000024533" "chr18-1377" "chr18" 67656864 67657040 2.14 7.44e-06
"ENSMUSG00000024544" "chr18-4283" "chr18" 68283381 68283553 2.72 2.45e-05
"ENSMUSG00000024548" "chr18-1867" "chr18" 79217091 79217267 2.17 4.09e-05
"ENSMUSG00000024548" "chr18-4380" "chr18" 79303708 79303880 2.37 5.58e-05
"ENSMUSG00000024581" "chr18-4580" "chr18" 63151823 63151999 3.4 3.86e-06
"ENSMUSG00000024589" "chr18-1916" "chr18" 65185610 65185782 3.02 1.72e-08
"ENSMUSG00000024589" "chr18-5577" "chr18" 65216988 65217160 3.33 6.9e-05
"ENSMUSG00000024593" "chr18-3263" "chr18" 57393593 57393769 2.93 8.3e-06
"ENSMUSG00000024593" "chr18-4196" "chr18" 57433043 57433215 2.94 2.94e-06
"ENSMUSG00000024597" "chr18-1969" "chr18" 58040598 58040774 2.09 1.62e-05
"ENSMUSG00000024598" "chr18-4776" "chr18" 58202498 58202670 3.1 5.69e-05
"ENSMUSG00000024613" "chr18-1721" "chr18" 61069064 61069240 2.17 4.09e-05
"ENSMUSG00000024617" "chr18-2955" "chr18" 61108688 61108864 2.51 4.15e-06
"ENSMUSG00000024620" "chr18-1980" "chr18" 61227809 61227985 2.19 9.63e-05
"ENSMUSG00000024639" "chr19-3457" "chr19" 16394691 16394863 2.72 2.45e-05
"ENSMUSG00000024659" "chr19-3096" "chr19" 20525933 20526109 2.45 8.91e-05
"ENSMUSG00000024663" "chr19-1756" "chr19" 10097293 10097469 2.16 2.67e-05
"ENSMUSG00000024664" "chr19-1878" "chr19" 10137581 10137757 2.33 1.75e-05
"ENSMUSG00000024665" "chr19-1878" "chr19" 10137581 10137757 2.33 1.75e-05
"ENSMUSG00000024665" "chr19-2149" "chr19" 10171548 10171720 2.37 5.58e-05
"ENSMUSG00000024697" "chr19-1769" "chr19" 16572975 16573151 2.59 1.58e-06
"ENSMUSG00000024697" "chr19-3427" "chr19" 16668515 16668691 3.21 3.3e-06
"ENSMUSG00000024697" "chr19-1518" "chr19" 16581063 16581235 2.61 1.75e-07
"ENSMUSG00000024725" "chr19-3428" "chr19" 18673773 18673949 2.38 3.97e-05
"ENSMUSG00000024743" "chr19-2020" "chr19" 10530071 10530247 2.15 1.74e-05
"ENSMUSG00000024743" "chr19-2330" "chr19" 10491393 10491565 2.34 3.79e-05
"ENSMUSG00000024776" "chr19-1923" "chr19" 34285510 34285686 2.3 7.67e-06
"ENSMUSG00000024776" "chr19-4040" "chr19" 34286599 34286771 2.94 1.14e-05
"ENSMUSG00000024780" "chr19-2390" "chr19" 29096536 29096712 2.89 9.77e-08
"ENSMUSG00000024781" "chr19-1905" "chr19" 34596591 34596763 2.86 1.55e-07
"ENSMUSG00000024782" "chr19-2390" "chr19" 29096536 29096712 2.89 9.77e-08
"ENSMUSG00000024830" "chr19-2750" "chr19" 4154221 4154393 6.37 1.57e-12
"ENSMUSG00000024833" "chr19-2125" "chr19" 5947777 5947949 2.49 6.21e-06
"ENSMUSG00000024835" "chr19-2750" "chr19" 4154221 4154393 6.37 1.57e-12
"ENSMUSG00000024843" "chr19-1467" "chr19" 3853703 3853879 2.09 1.06e-05
"ENSMUSG00000024853" "chr19-3354" "chr19" 5296828 5297004 4.49 1.28e-08
"ENSMUSG00000024867" "chr19-1884" "chr19" 24528657 24528829 2.12 2.67e-05
"ENSMUSG00000024883" "chr19-3783" "chr19" 5059779 5059951 2.55 4.69e-05
"ENSMUSG00000024892" "chr19-2136" "chr19" 4534735 4534911 3.29 6.15e-08
"ENSMUSG00000024892" "chr19-4107" "chr19" 4508016 4508192 3.23 1.34e-05
"ENSMUSG00000024892" "chr19-3035" "chr19" 4570262 4570434 2.55 4.69e-05
"ENSMUSG00000024892" "chr19-3776" "chr19" 4565967 4566139 2.69 9.4e-05
"ENSMUSG00000024897" "chr19-2192" "chr19" 23967838 23968014 2.26 4.17e-05
"ENSMUSG00000024909" "chr19-961" "chr19" 5473600 5473776 2.47 1.49e-09
"ENSMUSG00000024910" "chr19-961" "chr19" 5473600 5473776 2.47 1.49e-09
"ENSMUSG00000024913" "chr19-2517" "chr19" 3684481 3684657 2.19 9.63e-05
"ENSMUSG00000024921" "chr19-1359" "chr19" 26806051 26806227 2.04 2.26e-05
"ENSMUSG00000024921" "chr19-2045" "chr19" 26806584 26806760 2.55 6.06e-06
"ENSMUSG00000024921" "chr19-1453" "chr19" 26751926 26752098 2.39 2.06e-06
"ENSMUSG00000024924" "chr19-2022" "chr19" 27298318 27298490 2.8 3.12e-08
"ENSMUSG00000024958" "chr19-2537" "chr19" 7014126 7014298 3.05 9.64e-07
"ENSMUSG00000024960" "chr19-1837" "chr19" 7045097 7045269 2.34 3.79e-05
"ENSMUSG00000024978" "chr19-4766" "chr19" 55211951 55212123 3.27 1.76e-05
"ENSMUSG00000024979" "chr19-4766" "chr19" 55211951 55212123 3.27 1.76e-05
"ENSMUSG00000024985" "chr19-2494" "chr19" 55853376 55853552 2.19 9.63e-05
"ENSMUSG00000024985" "chr19-4218" "chr19" 55843502 55843674 3.78 2.85e-08
"ENSMUSG00000024998" "chr19-1805" "chr19" 38804163 38804339 2.1 5.89e-05
"ENSMUSG00000024998" "chr19-4446" "chr19" 38763503 38763679 3.21 3.3e-06
"ENSMUSG00000025006" "chr19-1143" "chr19" 40441310 40441486 2.19 2.19e-06
"ENSMUSG00000025006" "chr19-2076" "chr19" 40438384 40438560 2.28 6.35e-05
"ENSMUSG00000025017" "chr19-4457" "chr19" 41354506 41354682 6.12 2.62e-09
"ENSMUSG00000025020" "chr19-1711" "chr19" 41815573 41815749 2.04 8.21e-05
"ENSMUSG00000025041" "chr19-1155" "chr19" 46986988 46987164 2.04 9.58e-06
"ENSMUSG00000025041" "chr19-1197" "chr19" 46953288 46953460 2.04 4.64e-06
"ENSMUSG00000025076" "chr19-3652" "chr19" 56500990 56501166 2.3 9.67e-05
"ENSMUSG00000025077" "chr19-2118" "chr19" 56586071 56586247 2.88 3.88e-07
"ENSMUSG00000025083" "chr19-2728" "chr19" 57000945 57001117 2.83 8.65e-06
"ENSMUSG00000025085" "chr19-1261" "chr19" 57151117 57151293 2.04 6.25e-06
"ENSMUSG00000025127" "chr11-8023" "chr11" 120399997 120400169 2.41 8.21e-05
"ENSMUSG00000025137" "chr11-4810" "chr11" 120476331 120476507 2.81 2.87e-07
"ENSMUSG00000025147" "chr7-6020" "chr7" 149231381 149231553 2.94 1.14e-05
"ENSMUSG00000025190" "chr19-2068" "chr19" 43593867 43594039 3.02 1.72e-08
"ENSMUSG00000025202" "chr19-2920" "chr19" 44356279 44356455 3.06 6.61e-07
"ENSMUSG00000025220" "chr19-2239" "chr19" 45848065 45848237 3.8 2.1e-09
"ENSMUSG00000025231" "chr19-1955" "chr19" 46547169 46547345 2.19 9.63e-05
"ENSMUSG00000025241" "chr9-5768" "chr9" 123758481 123758657 2.93 8.3e-06
"ENSMUSG00000025277" "chr14-4381" "chr14" 8833124 8833300 3.21 3.3e-06
"ENSMUSG00000025279" "chr14-4381" "chr14" 8833124 8833300 3.21 3.3e-06
"ENSMUSG00000025290" "chr14-2251" "chr14" 25321349 25321521 3.67 7.97e-09
"ENSMUSG00000025314" "chr2-10989" "chr2" 90416765 90416937 3.27 1.76e-05
"ENSMUSG00000025317" "chr8-1120" "chr8" 124445798 124445974 2.17 2.47e-10
"ENSMUSG00000025317" "chr8-4934" "chr8" 124431872 124432044 2.61 6.68e-05
"ENSMUSG00000025321" "chr12-1585" "chr12" 120403270 120403446 2.35 2.63e-07
"ENSMUSG00000025321" "chr12-3023" "chr12" 120466008 120466184 2.19 9.63e-05
"ENSMUSG00000025324" "chr7-4188" "chr7" 65914676 65914852 2.1 5.89e-05
"ENSMUSG00000025324" "chr7-6166" "chr7" 65934187 65934363 2.41 5.96e-05
"ENSMUSG00000025324" "chr7-8628" "chr7" 65851908 65852080 4.65 2.48e-07
"ENSMUSG00000025340" "chr5-5707" "chr5" 130665026 130665202 2.45 8.91e-05
"ENSMUSG00000025375" "chr11-3606" "chr11" 119887017 119887193 2.13 3.18e-06
"ENSMUSG00000025375" "chr11-4506" "chr11" 119899538 119899714 2.04 2.26e-05
"ENSMUSG00000025384" "chr11-5579" "chr11" 120230833 120231005 2.29 1.74e-05
"ENSMUSG00000025404" "chr10-3363" "chr10" 126925636 126925812 2.55 1.09e-06
"ENSMUSG00000025418" "chr4-7066" "chr4" 106147364 106147536 2.26 8.94e-05
"ENSMUSG00000025468" "chr7-3611" "chr7" 147247507 147247683 2.28 5.07e-06
"ENSMUSG00000025469" "chr7-3611" "chr7" 147247507 147247683 2.28 5.07e-06
"ENSMUSG00000025477" "chr7-3608" "chr7" 146656306 146656482 2.79 1.36e-08
"ENSMUSG00000025477" "chr7-5005" "chr7" 146675576 146675748 3.67 7.97e-09
"ENSMUSG00000025511" "chr7-6016" "chr7" 148679600 148679772 2.94 4.44e-05
"ENSMUSG00000025512" "chr7-6016" "chr7" 148679600 148679772 2.94 4.44e-05
"ENSMUSG00000025534" "chr5-3473" "chr5" 130477803 130477979 2.28 5.07e-06
"ENSMUSG00000025555" "chr14-3219" "chr14" 121543528 121543704 2.55 3.41e-05
"ENSMUSG00000025555" "chr14-3535" "chr14" 121393865 121394041 2.55 3.41e-05
"ENSMUSG00000025555" "chr14-4361" "chr14" 121618878 121619054 2.95 2.06e-06
"ENSMUSG00000025576" "chr11-6513" "chr11" 118388254 118388430 3.32 2.44e-07
"ENSMUSG00000025576" "chr11-6053" "chr11" 118577113 118577285 2.16 9.03e-05
"ENSMUSG00000025584" "chr7-5269" "chr7" 88431374 88431550 2.28 6.35e-05
"ENSMUSG00000025584" "chr7-3018" "chr7" 88451753 88451925 2.01 5.32e-05
"ENSMUSG00000025702" "chr6-2712" "chr6" 116308104 116308276 2.37 5.58e-05
"ENSMUSG00000025780" "chr2-1717" "chr2" 10137934 10138110 2.01 5.32e-08
"ENSMUSG00000025790" "chr7-6880" "chr7" 81426212 81426388 2.3 9.67e-05
"ENSMUSG00000025810" "chr8-2647" "chr8" 130885468 130885644 2.09 4.52e-06
"ENSMUSG00000025810" "chr8-5000" "chr8" 130909145 130909317 2.53 8.87e-06
"ENSMUSG00000025810" "chr8-7743" "chr8" 130953445 130953617 4.31 8.11e-08
"ENSMUSG00000025812" "chr8-3896" "chr8" 129593753 129593929 2.55 6.06e-06
"ENSMUSG00000025812" "chr8-2836" "chr8" 129751546 129751718 2.27 1.17e-05
"ENSMUSG00000025812" "chr8-3543" "chr8" 129946678 129946850 2.64 9.03e-07
"ENSMUSG00000025812" "chr8-7727" "chr8" 129791381 129791553 2.37 5.58e-05
"ENSMUSG00000025823" "chr6-3981" "chr6" 47744445 47744617 2.41 8.21e-05
"ENSMUSG00000025855" "chr5-7116" "chr5" 139533542 139533718 2.61 4.96e-05
"ENSMUSG00000025856" "chr5-10770" "chr5" 139457628 139457800 3.59 1.46e-06
"ENSMUSG00000025867" "chr13-4477" "chr13" 54423587 54423759 2.94 7.64e-07
"ENSMUSG00000025877" "chr13-3215" "chr13" 55108726 55108902 2.55 3.41e-05
"ENSMUSG00000025880" "chr18-2731" "chr18" 75551767 75551943 2.25 2.73e-05
"ENSMUSG00000025920" "chr1-8875" "chr1" 16125000 16125172 3.27 1.76e-05
"ENSMUSG00000025921" "chr1-8875" "chr1" 16125000 16125172 3.27 1.76e-05
"ENSMUSG00000025931" "chr1-3748" "chr1" 20912069 20912245 2.26 4.17e-05
"ENSMUSG00000025956" "chr1-6885" "chr1" 64661637 64661813 2.68 7.12e-05
"ENSMUSG00000025969" "chr1-5465" "chr1" 62755127 62755303 2.5 2.33e-05
"ENSMUSG00000026011" "chr1-3273" "chr1" 60882759 60882935 2.26 4.17e-05
"ENSMUSG00000026048" "chr1-1956" "chr1" 44255653 44255829 2.04 2.67e-06
"ENSMUSG00000026080" "chr1-1952" "chr1" 38903592 38903768 2.04 6.25e-06
"ENSMUSG00000026087" "chr1-6766" "chr1" 37960274 37960450 2.72 1.78e-05
"ENSMUSG00000026107" "chr1-9067" "chr1" 51506606 51506778 4.16 4.89e-06
"ENSMUSG00000026109" "chr1-6065" "chr1" 51169155 51169331 5.36 1.35e-09
"ENSMUSG00000026109" "chr1-3713" "chr1" 51037262 51037434 2.37 5.58e-05
"ENSMUSG00000026109" "chr1-4926" "chr1" 50996856 50997028 2.55 4.69e-05
"ENSMUSG00000026113" "chr1-7685" "chr1" 37448722 37448898 3.23 1.34e-05
"ENSMUSG00000026113" "chr1-3398" "chr1" 37344735 37344907 2.24 5.99e-05
"ENSMUSG00000026113" "chr1-4423" "chr1" 37404308 37404480 2.53 8.87e-06
"ENSMUSG00000026114" "chr1-3398" "chr1" 37344735 37344907 2.24 5.99e-05
"ENSMUSG00000026131" "chr1-6002" "chr1" 34100323 34100499 2.72 1.78e-05
"ENSMUSG00000026131" "chr1-4407" "chr1" 34091988 34092160 2.84 2.25e-06
"ENSMUSG00000026131" "chr1-3758" "chr1" 34021366 34021542 2.28 6.35e-05
"ENSMUSG00000026167" "chr1-7024" "chr1" 74858823 74858995 6.12 9.88e-12
"ENSMUSG00000026181" "chr16-2140" "chr16" 16928264 16928436 2.26 8.94e-05
"ENSMUSG00000026182" "chr1-2384" "chr1" 73009966 73010138 2.27 1.56e-06
"ENSMUSG00000026185" "chr1-2384" "chr1" 73009966 73010138 2.27 1.56e-06
"ENSMUSG00000026193" "chr1-1667" "chr1" 71661414 71661590 2.04 3.21e-07
"ENSMUSG00000026209" "chr1-6935" "chr1" 75283423 75283599 2.28 6.35e-05
"ENSMUSG00000026223" "chr1-6289" "chr1" 87821672 87821844 2.69 9.4e-05
"ENSMUSG00000026224" "chr1-6289" "chr1" 87821672 87821844 2.69 9.4e-05
"ENSMUSG00000026228" "chr1-5619" "chr1" 88008431 88008603 2.41 8.21e-05
"ENSMUSG00000026229" "chr1-5619" "chr1" 88008431 88008603 2.41 8.21e-05
"ENSMUSG00000026235" "chr1-1934" "chr1" 77508621 77508793 2.29 2.3e-06
"ENSMUSG00000026247" "chr1-4542" "chr1" 89069712 89069884 2.59 6.49e-07
"ENSMUSG00000026270" "chr1-3332" "chr1" 94832259 94832435 2.33 1.75e-05
"ENSMUSG00000026279" "chr1-2287" "chr1" 95628324 95628496 2.68 6.49e-08
"ENSMUSG00000026280" "chr1-2287" "chr1" 95628324 95628496 2.68 6.49e-08
"ENSMUSG00000026295" "chr1-6312" "chr1" 90379251 90379423 2.49 3.27e-05
"ENSMUSG00000026313" "chr1-1314" "chr1" 93996333 93996509 2.04 2.08e-09
"ENSMUSG00000026313" "chr1-3859" "chr1" 93982771 93982947 2.48 2.83e-06
"ENSMUSG00000026335" "chr1-3342" "chr1" 100071225 100071401 2.86 4.71e-09
"ENSMUSG00000026385" "chr1-1883" "chr1" 122013445 122013621 2.12 5.87e-07
"ENSMUSG00000026424" "chr1-5700" "chr1" 137077024 137077200 4.49 1.28e-08
"ENSMUSG00000026425" "chr1-4650" "chr1" 133300180 133300356 2.86 1.54e-06
"ENSMUSG00000026425" "chr1-4220" "chr1" 133315309 133315485 2.55 3.41e-05
"ENSMUSG00000026425" "chr1-3839" "chr1" 133383644 133383816 2.94 2e-07
"ENSMUSG00000026442" "chr1-3362" "chr1" 134590063 134590239 2.1 5.89e-05
"ENSMUSG00000026442" "chr1-4664" "chr1" 134555508 134555684 2.64 2.26e-06
"ENSMUSG00000026447" "chr1-6456" "chr1" 134950152 134950324 2.34 3.79e-05
"ENSMUSG00000026458" "chr1-2454" "chr1" 136200393 136200569 2.58 5.21e-08
"ENSMUSG00000026469" "chr1-1668" "chr1" 157349975 157350147 2.1 7.11e-07
"ENSMUSG00000026473" "chr1-2784" "chr1" 155751738 155751914 2.09 1.06e-05
"ENSMUSG00000026473" "chr1-5197" "chr1" 155800632 155800808 2.38 3.97e-05
"ENSMUSG00000026478" "chr1-8309" "chr1" 155071144 155071320 3.67 4.12e-06
"ENSMUSG00000026478" "chr1-3895" "chr1" 155112245 155112417 2.13 4e-05
"ENSMUSG00000026480" "chr1-4692" "chr1" 154662211 154662383 2.69 1.24e-06
"ENSMUSG00000026495" "chr1-2648" "chr1" 180330177 180330353 2.19 2.19e-06
"ENSMUSG00000026502" "chr1-4356" "chr1" 180128941 180129117 3.29 6.15e-08
"ENSMUSG00000026504" "chr1-4353" "chr1" 178942105 178942281 2.19 9.63e-05
"ENSMUSG00000026504" "chr1-3338" "chr1" 178915733 178915905 2.07 8.66e-05
"ENSMUSG00000026504" "chr1-5941" "chr1" 178780527 178780699 3.64 1.07e-07
"ENSMUSG00000026509" "chr1-3636" "chr1" 184394928 184395100 2.22 4.02e-05
"ENSMUSG00000026510" "chr1-3636" "chr1" 184394928 184395100 2.22 4.02e-05
"ENSMUSG00000026523" "chr1-5269" "chr1" 177802739 177802915 2.38 3.97e-05
"ENSMUSG00000026527" "chr1-5266" "chr1" 177034355 177034531 3.74 2.8e-07
"ENSMUSG00000026566" "chr1-2636" "chr1" 167549687 167549863 2.04 2.26e-05
"ENSMUSG00000026572" "chr1-4323" "chr1" 167038176 167038352 2.19 9.63e-05
"ENSMUSG00000026576" "chr1-1690" "chr1" 166392229 166392405 2 3.62e-06
"ENSMUSG00000026594" "chr1-3577" "chr1" 158927131 158927303 3.1 5.52e-09
"ENSMUSG00000026604" "chr1-4833" "chr1" 191691933 191692109 2.6 8.78e-06
"ENSMUSG00000026608" "chr1-6642" "chr1" 190871385 190871561 2.45 8.91e-05
"ENSMUSG00000026618" "chr1-5909" "chr1" 187086910 187087086 2.5 2.33e-05
"ENSMUSG00000026623" "chr1-7534" "chr1" 193583253 193583429 2.61 4.96e-05
"ENSMUSG00000026626" "chr1-5317" "chr1" 193295974 193296150 2.69 3.21e-06
"ENSMUSG00000026640" "chr1-4843" "chr1" 196451265 196451437 2.26 8.94e-05
"ENSMUSG00000026650" "chr2-4235" "chr2" 3337388 3337564 2.41 7.14e-06
"ENSMUSG00000026657" "chr2-10159" "chr2" 4498173 4498349 2.61 4.96e-05
"ENSMUSG00000026683" "chr1-4758" "chr1" 171394593 171394765 2.58 1.26e-05
"ENSMUSG00000026696" "chr1-6528" "chr1" 164519354 164519530 2.81 2.48e-05
"ENSMUSG00000026701" "chr1-2234" "chr1" 163200622 163200798 2 8.48e-06
"ENSMUSG00000026701" "chr1-2346" "chr1" 163199029 163199205 2.63 3.6e-09
"ENSMUSG00000026721" "chr1-9898" "chr1" 162189025 162189197 2.82 3.34e-05
"ENSMUSG00000026726" "chr2-7394" "chr2" 13280847 13281023 2.61 4.96e-05
"ENSMUSG00000026740" "chr2-10463" "chr2" 18277227 18277399 4.31 8.11e-08
"ENSMUSG00000026751" "chr2-5792" "chr2" 38567240 38567416 2.28 6.35e-05
"ENSMUSG00000026764" "chr2-3819" "chr2" 49589109 49589285 2.04 2.26e-05
"ENSMUSG00000026764" "chr2-5802" "chr2" 49545926 49546102 2.55 6.06e-06
"ENSMUSG00000026764" "chr2-5363" "chr2" 49606386 49606562 2.17 4.09e-05
"ENSMUSG00000026764" "chr2-6905" "chr2" 49555719 49555895 2.55 6.06e-06
"ENSMUSG00000026764" "chr2-3232" "chr2" 49427212 49427384 2.04 7.52e-06
"ENSMUSG00000026778" "chr2-3355" "chr2" 11209676 11209852 2.14 7.44e-06
"ENSMUSG00000026778" "chr2-11879" "chr2" 11256392 11256564 3.53 1.99e-05
"ENSMUSG00000026797" "chr2-7609" "chr2" 32698779 32698951 2.72 2.45e-05
"ENSMUSG00000026807" "chr2-5173" "chr2" 28648856 28649028 2.16 9.03e-05
"ENSMUSG00000026827" "chr2-3236" "chr2" 57110268 57110440 3.92 3.97e-11
"ENSMUSG00000026827" "chr2-12340" "chr2" 57240982 57241154 3.72 5.42e-06
"ENSMUSG00000026840" "chr2-3378" "chr2" 31701575 31701751 2.19 3.33e-06
"ENSMUSG00000026841" "chr2-3378" "chr2" 31701575 31701751 2.19 3.33e-06
"ENSMUSG00000026872" "chr2-9554" "chr2" 44905442 44905614 2.58 1.26e-05
"ENSMUSG00000026921" "chr2-8394" "chr2" 26431190 26431362 3.06 3.73e-06
"ENSMUSG00000026923" "chr2-1513" "chr2" 26343860 26344036 2.3 2.74e-12
"ENSMUSG00000026991" "chr2-9604" "chr2" 59093572 59093744 4.41 1.34e-09
"ENSMUSG00000026991" "chr2-12357" "chr2" 59173052 59173224 3.53 1.99e-05
"ENSMUSG00000027010" "chr2-6999" "chr2" 71140451 71140623 2.83 8.65e-06
"ENSMUSG00000027012" "chr2-6360" "chr2" 70993492 70993668 5.31 1.98e-11
"ENSMUSG00000027012" "chr2-4518" "chr2" 71100726 71100898 2.22 4.02e-05
"ENSMUSG00000027015" "chr2-6360" "chr2" 70993492 70993668 5.31 1.98e-11
"ENSMUSG00000027030" "chr2-8633" "chr2" 68188085 68188257 2.74 6.42e-06
"ENSMUSG00000027035" "chr2-8462" "chr2" 68772693 68772869 2.61 4.96e-05
"ENSMUSG00000027075" "chr2-4689" "chr2" 84691585 84691761 2.48 2.83e-06
"ENSMUSG00000027168" "chr2-8606" "chr2" 105521522 105521698 2.83 6.17e-06
"ENSMUSG00000027168" "chr2-7760" "chr2" 105528064 105528240 2.3 9.67e-05
"ENSMUSG00000027189" "chr2-4964" "chr2" 102160961 102161133 2.27 1.17e-05
"ENSMUSG00000027189" "chr2-5357" "chr2" 102145970 102146142 2.45 2.26e-05
"ENSMUSG00000027200" "chr2-9888" "chr2" 124124044 124124216 2.61 6.68e-05
"ENSMUSG00000027208" "chr2-5476" "chr2" 125865212 125865388 2.86 1.54e-06
"ENSMUSG00000027209" "chr2-5476" "chr2" 125865212 125865388 2.86 1.54e-06
"ENSMUSG00000027215" "chr2-3688" "chr2" 93267216 93267388 2.11 1.19e-05
"ENSMUSG00000027230" "chr2-2764" "chr2" 91882994 91883166 2.11 1.19e-05
"ENSMUSG00000027238" "chr2-6458" "chr2" 121574257 121574433 2.72 1.78e-05
"ENSMUSG00000027244" "chr2-6393" "chr2" 91529272 91529448 2.36 2.64e-05
"ENSMUSG00000027254" "chr2-8824" "chr2" 121130708 121130880 3.5 3.89e-07
"ENSMUSG00000027293" "chr2-9654" "chr2" 119964944 119965120 3.57 1.06e-06
"ENSMUSG00000027298" "chr2-4730" "chr2" 119647145 119647321 2.46 3.49e-07
"ENSMUSG00000027303" "chr2-11273" "chr2" 130291381 130291553 2.82 3.34e-05
"ENSMUSG00000027339" "chr2-3457" "chr2" 131846472 131846648 2.04 3.47e-05
"ENSMUSG00000027339" "chr2-4122" "chr2" 131848081 131848257 2.48 2.83e-06
"ENSMUSG00000027367" "chr2-11246" "chr2" 127108012 127108184 4.31 8.11e-08
"ENSMUSG00000027374" "chr2-9908" "chr2" 127447485 127447657 3.59 1.46e-06
"ENSMUSG00000027375" "chr2-9908" "chr2" 127447485 127447657 3.59 1.46e-06
"ENSMUSG00000027378" "chr2-3445" "chr2" 127583432 127583608 2.43 2.95e-08
"ENSMUSG00000027380" "chr2-3132" "chr2" 127816400 127816576 2.69 1.32e-09
"ENSMUSG00000027401" "chr2-6475" "chr2" 129767768 129767944 2.19 9.63e-05
"ENSMUSG00000027430" "chr2-8739" "chr2" 144510981 144511157 3.06 2.66e-06
"ENSMUSG00000027430" "chr2-5923" "chr2" 144634320 144634492 3.31 3.55e-07
"ENSMUSG00000027431" "chr2-5923" "chr2" 144634320 144634492 3.31 3.55e-07
"ENSMUSG00000027438" "chr2-11019" "chr2" 148550946 148551122 2.81 2.48e-05
"ENSMUSG00000027446" "chr2-5974" "chr2" 148677064 148677240 2.72 1.78e-05
"ENSMUSG00000027452" "chr2-4770" "chr2" 150491750 150491926 2.09 2.49e-05
